Timestamp (UTC),Timestamp (local),Calories,GSR,Heart Rate,Skin Temperature (F),Steps
2015-08-01 06:00:00,2015-08-01 00:00:00,0.9,0.000391041568946,72,95.9,0
2015-08-01 06:01:00,2015-08-01 00:01:00,0.9,0.000415589864133,71,95.9,0
2015-08-01 06:02:00,2015-08-01 00:02:00,1,0.00054506980814,71,95.9,0
2015-08-01 06:03:00,2015-08-01 00:03:00,0.9,0.000654301897157,74,95.9,0
2015-08-01 06:04:00,2015-08-01 00:04:00,0.9,0.000825540919323,75,95.9,0
2015-08-01 06:05:00,2015-08-01 00:05:00,0.9,0.00088713207515,70,95.9,0
2015-08-01 06:06:00,2015-08-01 00:06:00,1.1,0.000985509599559,78,95.9,0
2015-08-01 06:07:00,2015-08-01 00:07:00,1,0.00203498522751,84,95.9,0
2015-08-01 06:08:00,2015-08-01 00:08:00,1,0.0021153781563,80,95,0
2015-08-01 06:09:00,2015-08-01 00:09:00,1,0.00340499542654,83,95,0
2015-08-01 06:10:00,2015-08-01 00:10:00,1,0.00397579045966,78,94.1,0
2015-08-01 06:11:00,2015-08-01 00:11:00,1,0.00461664656177,78,93.2,0
2015-08-01 06:12:00,2015-08-01 00:12:00,1,0.00563461380079,76,93.2,0
2015-08-01 06:13:00,2015-08-01 00:13:00,1.1,0.004319970496,80,92.3,0
2015-08-01 06:14:00,2015-08-01 00:14:00,1.2,0.00411004340276,78,92.3,0
2015-08-01 06:15:00,2015-08-01 00:15:00,1.2,0.00402004690841,76,91.4,0
2015-08-01 06:16:00,2015-08-01 00:16:00,1.2,0.000853417499457,82,91.4,0
2015-08-01 06:17:00,2015-08-01 00:17:00,1.5,0.000103587211925,84,91.4,0
2015-08-01 06:18:00,2015-08-01 00:18:00,1.4,9.69304674072e-05,78,90.5,0
2015-08-01 06:19:00,2015-08-01 00:19:00,1.4,0.000180172341061,76,90.5,0
2015-08-01 06:20:00,2015-08-01 00:20:00,1.3,7.51423140173e-05,80,90.5,0
2015-08-01 06:21:00,2015-08-01 00:21:00,1.3,0.000293240736937,78,90.5,0
2015-08-01 06:22:00,2015-08-01 00:22:00,1.2,0.000498874171171,80,90.5,0
2015-08-01 06:23:00,2015-08-01 00:23:00,1.1,0.000647098699119,76,90.5,0
2015-08-01 06:24:00,2015-08-01 00:24:00,1.2,0.000386736617656,78,90.5,0
2015-08-01 06:25:00,2015-08-01 00:25:00,0.9,0.00034620941733,79,90.5,0
2015-08-01 06:26:00,2015-08-01 00:26:00,1,0.000388883141568,78,90.5,0
2015-08-01 06:27:00,2015-08-01 00:27:00,1.1,0.000348130997736,78,90.5,0
2015-08-01 06:28:00,2015-08-01 00:28:00,1,0.000380367884645,78,90.5,0
2015-08-01 06:29:00,2015-08-01 00:29:00,1.1,0.000333052070346,76,90.5,0
2015-08-01 06:30:00,2015-08-01 00:30:00,1,0.000177205278305,79,89.6,0
2015-08-01 06:31:00,2015-08-01 00:31:00,1.1,0.000391041568946,79,89.6,0
2015-08-01 06:32:00,2015-08-01 00:32:00,1.2,0.00040424609324,78,89.6,0
2015-08-01 06:33:00,2015-08-01 00:33:00,1,0.000151764324983,80,89.6,0
2015-08-01 06:34:00,2015-08-01 00:34:00,1.2,0.000557272229344,80,89.6,0
2015-08-01 06:35:00,2015-08-01 00:35:00,1.1,0.000278990803054,81,89.6,0
2015-08-01 06:36:00,2015-08-01 00:36:00,1,0.000825540919323,80,89.6,0
2015-08-01 06:37:00,2015-08-01 00:37:00,1.2,0.00156885117758,81,89.6,0
2015-08-01 06:38:00,2015-08-01 00:38:00,1.2,0.000763985561207,80,88.7,0
2015-08-01 06:39:00,2015-08-01 00:39:00,1.7,0.000807464297395,81,88.7,0
2015-08-01 06:40:00,2015-08-01 00:40:00,1.7,0.000286819733446,86,88.7,0
2015-08-01 06:41:00,2015-08-01 00:41:00,1,0.000232414837228,76,88.7,0
2015-08-01 06:42:00,2015-08-01 00:42:00,1.1,0.000142799835885,75,88.7,0
2015-08-01 06:43:00,2015-08-01 00:43:00,1,0.00025253475178,76,88.7,0
2015-08-01 06:44:00,2015-08-01 00:44:00,1,0.000408745981986,78,88.7,0
2015-08-01 06:45:00,2015-08-01 00:45:00,0.9,0.000595543184318,73,88.7,0
2015-08-01 06:46:00,2015-08-01 00:46:00,1,0.000687721418217,76,88.7,0
2015-08-01 06:47:00,2015-08-01 00:47:00,1.2,0.000734950997867,74,88.7,0
2015-08-01 06:48:00,2015-08-01 00:48:00,1,0.000432007887866,76,88.7,0
2015-08-01 06:49:00,2015-08-01 00:49:00,1.6,0.000235001964029,79,88.7,0
2015-08-01 06:50:00,2015-07-31 23:50:00,1.5,0.000636442389805,78,87.8,0
2015-08-01 06:51:00,2015-07-31 23:51:00,0.9,0.00019254576182,75,87.8,0
2015-08-01 06:52:00,2015-07-31 23:52:00,1.5,0.000293240736937,76,87.8,0
2015-08-01 06:53:00,2015-07-31 23:53:00,1.4,0.000384601939004,75,88.7,0
2015-08-01 06:54:00,2015-07-31 23:54:00,1.2,0.000244285794906,76,88.7,0
2015-08-01 06:55:00,2015-07-31 23:55:00,0.9,0.000125730264699,82,87.8,0
2015-08-01 06:56:00,2015-07-31 23:56:00,1,0.000361884041922,78,88.7,0
2015-08-01 06:57:00,2015-07-31 23:57:00,1.5,0.000493382045534,77,88.7,0
2015-08-01 06:58:00,2015-07-31 23:58:00,6.5,6.39990903437e-05,98,88.7,85
2015-08-01 06:59:00,2015-07-31 23:59:00,8.9,5.79302031838e-05,112,88.7,119
2015-08-01 07:00:00,2015-08-01 00:00:00,9.4,6.39990903437e-05,115,88.7,123
2015-08-01 07:01:00,2015-08-01 00:01:00,9.1,5.7292450947e-05,113,87.8,115
2015-08-01 07:02:00,2015-08-01 00:02:00,8.5,5.82517350267e-05,108,87.8,114
2015-08-01 07:03:00,2015-08-01 00:03:00,6.5,5.92270807829e-05,101,88.7,77
2015-08-01 07:04:00,2015-08-01 00:04:00,6,5.85750531172e-05,101,88.7,79
