Timestamp (UTC),Timestamp (local),Calories,GSR,Heart Rate,Skin Temperature (F),Steps
2017-01-01 05:00:00,2017-01-01 00:00:00,2.3,6.25977190793e-05,97,90.5,6
2017-01-01 05:01:00,2017-01-01 00:01:00,2.3,6.25977190793e-05,99,89.6,43
2017-01-01 05:02:00,2017-01-01 00:02:00,2.3,6.22521984042e-05,97,89.6,0
2017-01-01 05:03:00,2017-01-01 00:03:00,2.8,6.50706642773e-05,101,89.6,28
2017-01-01 05:04:00,2017-01-01 00:04:00,1.6,6.32945302641e-05,88,89.6,0
2017-01-01 05:05:00,2017-01-01 00:05:00,1.5,8.6772859504e-05,83,89.6,0
2017-01-01 05:06:00,2017-01-01 00:06:00,1.5,6.47114939056e-05,85,89.6,0
2017-01-01 05:07:00,2017-01-01 00:07:00,1.3,7.07037688699e-05,81,89.6,0
2017-01-01 05:08:00,2017-01-01 00:08:00,1.4,6.61601879983e-05,82,89.6,0
2017-01-01 05:09:00,2017-01-01 00:09:00,1.5,6.68966458761e-05,80,89.6,0
2017-01-01 05:10:00,2017-01-01 00:10:00,1.4,0.000120284392324,82,89.6,0
2017-01-01 05:11:00,2017-01-01 00:11:00,1.3,6.43543098704e-05,81,89.6,0
2017-01-01 05:12:00,2017-01-01 00:12:00,1.3,6.57950004097e-05,83,89.6,0
2017-01-01 05:13:00,2017-01-01 00:13:00,1.5,6.65273983032e-05,83,90.5,0
2017-01-01 05:14:00,2017-01-01 00:14:00,1.5,7.89803307271e-05,82,90.5,0
2017-01-01 05:15:00,2017-01-01 00:15:00,1.4,8.07484611869e-05,83,90.5,0
2017-01-01 05:16:00,2017-01-01 00:16:00,1.6,6.76413110341e-05,84,91.4,0
2017-01-01 05:17:00,2017-01-01 00:17:00,1.1,6.72679452691e-05,79,91.4,0
2017-01-01 05:18:00,2017-01-01 00:18:00,1.3,0.00023761788907,80,91.4,0
2017-01-01 05:19:00,2017-01-01 00:19:00,1.1,0.000464238692075,78,91.4,0
2017-01-01 05:20:00,2017-01-01 00:20:00,1.4,0.000657933531329,80,91.4,45
2017-01-01 05:21:00,2017-01-01 00:21:00,1.5,0.000228587450692,84,91.4,0
2017-01-01 05:22:00,2017-01-01 00:22:00,1.2,0.000464238692075,79,91.4,0
2017-01-01 05:23:00,2017-01-01 00:23:00,1.4,0.000515719933901,81,91.4,0
2017-01-01 05:24:00,2017-01-01 00:24:00,1.5,0.00010827711958,83,91.4,28
2017-01-01 05:25:00,2017-01-01 00:25:00,1.4,0.000151764324983,82,91.4,0
2017-01-01 05:26:00,2017-01-01 00:26:00,1.2,0.00012503626931,81,91.4,0
2017-01-01 05:27:00,2017-01-01 00:27:00,1.3,0.000115074399218,81,91.4,0
2017-01-01 05:28:00,2017-01-01 00:28:00,1.1,0.000170470768353,78,91.4,0
2017-01-01 05:29:00,2017-01-01 00:29:00,1.2,0.00037203906686,79,91.4,0
2017-01-01 05:30:00,2017-01-01 00:30:00,1.2,0.000224823103053,80,91.4,0
2017-01-01 05:31:00,2017-01-01 00:31:00,1.3,0.000271375611192,81,91.4,0
2017-01-01 05:32:00,2017-01-01 00:32:00,1.2,0.000650690344628,79,91.4,0
2017-01-01 05:33:00,2017-01-01 00:33:00,1.2,6.95394264767e-05,79,91.4,0
2017-01-01 05:34:00,2017-01-01 00:34:00,1.2,0.000176227156771,79,91.4,0
2017-01-01 05:35:00,2017-01-01 00:35:00,1.3,0.000420216005296,78,92.3,0
2017-01-01 05:36:00,2017-01-01 00:36:00,1.2,0.000122977187857,79,91.4,0
2017-01-01 05:37:00,2017-01-01 00:37:00,1.2,7.68245226936e-05,81,91.4,0
2017-01-01 05:38:00,2017-01-01 00:38:00,1.6,0.000226070944336,81,91.4,28
2017-01-01 05:39:00,2017-01-01 00:39:00,1.6,0.000121623335872,81,90.5,43
2017-01-01 05:40:00,2017-01-01 00:40:00,1.6,6.47114939056e-05,90,90.5,0
2017-01-01 05:41:00,2017-01-01 00:41:00,1.8,0.000121623335872,86,90.5,38
2017-01-01 05:42:00,2017-01-01 00:42:00,5.6,6.39990903437e-05,110,90.5,35
