Timestamp (UTC),Timestamp (local),Calories,GSR,Heart Rate,Skin Temperature (F),Steps
2015-05-20 18:50:00,2015-05-20 11:50:00,0.1,,,,0
2015-05-20 18:51:00,2015-05-20 11:51:00,0.6,,,,0
2015-05-20 18:52:00,2015-05-20 11:52:00,1.3,,,,0
2015-05-20 18:53:00,2015-05-20 11:53:00,1.7,,,,0
2015-05-20 18:54:00,2015-05-20 11:54:00,1.8,5.63489629712e-05,96,80.6,0
2015-05-20 18:55:00,2015-05-20 11:55:00,1.7,5.63489629712e-05,92,79.7,0
2015-05-20 18:56:00,2015-05-20 11:56:00,1.6,5.5728622101e-05,89,79.7,0
2015-05-20 18:57:00,2015-05-20 11:57:00,2.1,5.5421016441e-05,91,79.7,20
2015-05-20 18:58:00,2015-05-20 11:58:00,1.6,5.63489629712e-05,,79.7,0
2015-05-20 18:59:00,2015-05-20 11:59:00,3,5.5421016441e-05,109,79.7,34
2015-05-20 19:00:00,2015-05-20 12:00:00,1.6,5.5421016441e-05,109,79.7,0
2015-05-20 19:01:00,2015-05-20 12:01:00,4.2,5.5421016441e-05,109,79.7,60
2015-05-20 19:02:00,2015-05-20 12:02:00,2.1,5.5421016441e-05,83,78.8,0
2015-05-20 19:03:00,2015-05-20 12:03:00,1.3,5.5728622101e-05,76,79.7,0
2015-05-20 19:04:00,2015-05-20 12:04:00,1.3,5.5115106079e-05,71,79.7,0
2015-05-20 19:05:00,2015-05-20 12:05:00,1.3,5.5421016441e-05,54,79.7,0
2015-05-20 19:06:00,2015-05-20 12:06:00,1.3,5.60379339731e-05,56,80.6,0
2015-05-20 19:07:00,2015-05-20 12:07:00,1.3,5.5421016441e-05,61,80.6,0
2015-05-20 19:08:00,2015-05-20 12:08:00,1.3,5.60379339731e-05,62,80.6,0
2015-05-20 19:09:00,2015-05-20 12:09:00,1.1,5.60379339731e-05,62,80.6,0
2015-05-20 19:10:00,2015-05-20 12:10:00,0.9,5.63489629712e-05,82,81.5,0
2015-05-20 19:11:00,2015-05-20 12:11:00,1,5.76104430365e-05,73,81.5,0
2015-05-20 19:12:00,2015-05-20 12:12:00,1.2,5.63489629712e-05,70,81.5,0
2015-05-20 19:13:00,2015-05-20 12:13:00,1.1,5.66617200093e-05,63,81.5,0
2015-05-20 19:14:00,2015-05-20 12:14:00,1.2,5.66617200093e-05,64,81.5,0
2015-05-20 19:15:00,2015-05-20 12:15:00,2.4,5.60379339731e-05,64,82.4,18
2015-05-20 19:16:00,2015-05-20 12:16:00,6,5.60379339731e-05,,82.4,94
2015-05-20 19:17:00,2015-05-20 12:17:00,8.8,5.66617200093e-05,,82.4,117
2015-05-20 19:18:00,2015-05-20 12:18:00,2,5.69762123632e-05,,81.5,0
2015-05-20 19:19:00,2015-05-20 12:19:00,1.7,5.63489629712e-05,89,81.5,0
2015-05-20 19:20:00,2015-05-20 12:20:00,1.4,5.63489629712e-05,88,82.4,0
2015-05-20 19:21:00,2015-05-20 12:21:00,1.5,5.66617200093e-05,88,82.4,0
2015-05-20 19:22:00,2015-05-20 12:22:00,1.6,5.63489629712e-05,,82.4,0
2015-05-20 19:23:00,2015-05-20 12:23:00,1.3,5.66617200093e-05,64,82.4,0
2015-05-20 19:24:00,2015-05-20 12:24:00,1.9,5.66617200093e-05,64,82.4,10
2015-05-20 19:25:00,2015-05-20 12:25:00,1.5,5.7292450947e-05,75,82.4,0
2015-05-20 19:26:00,2015-05-20 12:26:00,1.6,5.69762123632e-05,80,82.4,0
2015-05-20 19:27:00,2015-05-20 12:27:00,1.4,5.66617200093e-05,75,82.4,0
2015-05-20 19:28:00,2015-05-20 12:28:00,1.4,5.66617200093e-05,69,82.4,0
2015-05-20 19:29:00,2015-05-20 12:29:00,1.4,5.76104430365e-05,70,82.4,0
2015-05-20 19:30:00,2015-05-20 12:30:00,1.4,5.7292450947e-05,69,83.3,0
2015-05-20 19:31:00,2015-05-20 12:31:00,1.9,5.82517350267e-05,68,83.3,7
2015-05-20 19:32:00,2015-05-20 12:32:00,1.8,5.63489629712e-05,69,83.3,0
2015-05-20 19:33:00,2015-05-20 12:33:00,1.6,5.66617200093e-05,,83.3,0
2015-05-20 19:34:00,2015-05-20 12:34:00,1.7,5.69762123632e-05,,82.4,0
2015-05-20 19:35:00,2015-05-20 12:35:00,1.6,5.63489629712e-05,68,82.4,0
2015-05-20 19:36:00,2015-05-20 12:36:00,1.5,5.69762123632e-05,90,82.4,0
2015-05-20 19:37:00,2015-05-20 12:37:00,1.4,5.7292450947e-05,71,83.3,0
2015-05-20 19:38:00,2015-05-20 12:38:00,1.4,5.63489629712e-05,76,83.3,0
2015-05-20 19:39:00,2015-05-20 12:39:00,1.3,5.7292450947e-05,68,83.3,0
2015-05-20 19:40:00,2015-05-20 12:40:00,1.3,5.69762123632e-05,66,83.3,0
2015-05-20 19:41:00,2015-05-20 12:41:00,2,5.69762123632e-05,68,83.3,16
2015-05-20 19:42:00,2015-05-20 12:42:00,3.3,5.7292450947e-05,79,83.3,45
2015-05-20 19:43:00,2015-05-20 12:43:00,2,5.66617200093e-05,86,84.2,0
2015-05-20 19:44:00,2015-05-20 12:44:00,1.8,5.69762123632e-05,89,84.2,0
2015-05-20 19:45:00,2015-05-20 12:45:00,1.3,5.69762123632e-05,88,84.2,0
2015-05-20 19:46:00,2015-05-20 12:46:00,1.7,5.69762123632e-05,79,83.3,17
2015-05-20 19:47:00,2015-05-20 12:47:00,1.6,5.79302031838e-05,79,83.3,12
2015-05-20 19:48:00,2015-05-20 12:48:00,2.6,5.76104430365e-05,79,83.3,14
2015-05-20 19:49:00,2015-05-20 12:49:00,2,5.76104430365e-05,78,83.3,18
2015-05-20 19:50:00,2015-05-20 12:50:00,3.4,5.85750531172e-05,87,83.3,54
2015-05-20 19:51:00,2015-05-20 12:51:00,1.5,5.69762123632e-05,86,83.3,0
2015-05-20 19:52:00,2015-05-20 12:52:00,1.6,5.66617200093e-05,86,83.3,0
