Timestamp (UTC),Timestamp (local),Calories,GSR,Heart Rate,Skin Temperature (F),Steps
2015-10-01 07:00:00,2015-10-01 00:00:00,0.9,7.39048773539e-05,68,90.5,0
2015-10-01 07:01:00,2015-10-01 00:01:00,1.3,7.18876035535e-05,69,90.5,0
2015-10-01 07:02:00,2015-10-01 00:02:00,0.9,7.51423140173e-05,69,90.5,0
2015-10-01 07:03:00,2015-10-01 00:03:00,0.9,6.36458353256e-05,66,90.5,0
2015-10-01 07:04:00,2015-10-01 00:04:00,0.9,6.22521984042e-05,65,90.5,0
2015-10-01 07:05:00,2015-10-01 00:05:00,0.9,6.25977190793e-05,66,90.5,0
2015-10-01 07:06:00,2015-10-01 00:06:00,0.9,6.22521984042e-05,65,90.5,0
2015-10-01 07:07:00,2015-10-01 00:07:00,0.9,6.29451606073e-05,65,90.5,0
2015-10-01 07:08:00,2015-10-01 00:08:00,0.9,6.25977190793e-05,66,90.5,0
2015-10-01 07:09:00,2015-10-01 00:09:00,1,6.25977190793e-05,67,90.5,0
2015-10-01 07:10:00,2015-10-01 00:10:00,0.9,6.32945302641e-05,67,90.5,0
2015-10-01 07:11:00,2015-10-01 00:11:00,0.9,6.29451606073e-05,67,90.5,0
2015-10-01 07:12:00,2015-10-01 00:12:00,0.9,6.32945302641e-05,67,91.4,0
2015-10-01 07:13:00,2015-10-01 00:13:00,0.9,6.32945302641e-05,69,91.4,0
2015-10-01 07:14:00,2015-10-01 00:14:00,0.9,6.32945302641e-05,67,91.4,0
2015-10-01 07:15:00,2015-10-01 00:15:00,0.9,6.36458353256e-05,67,91.4,0
2015-10-01 07:16:00,2015-10-01 00:16:00,0.9,6.43543098704e-05,67,91.4,0
2015-10-01 07:17:00,2015-10-01 00:17:00,0.9,6.36458353256e-05,67,91.4,0
2015-10-01 07:18:00,2015-10-01 00:18:00,0.9,6.36458353256e-05,64,91.4,0
2015-10-01 07:19:00,2015-10-01 00:19:00,1,6.43543098704e-05,67,91.4,0
2015-10-01 07:20:00,2015-10-01 00:20:00,0.9,6.50706642773e-05,65,91.4,0
2015-10-01 07:21:00,2015-10-01 00:21:00,0.9,6.43543098704e-05,69,91.4,0
2015-10-01 07:22:00,2015-10-01 00:22:00,0.9,6.50706642773e-05,65,91.4,0
2015-10-01 07:23:00,2015-10-01 00:23:00,0.9,6.54318282614e-05,70,91.4,0
2015-10-01 07:24:00,2015-10-01 00:24:00,0.9,6.43543098704e-05,70,91.4,0
2015-10-01 07:25:00,2015-10-01 00:25:00,0.9,6.47114939056e-05,70,91.4,0
2015-10-01 07:26:00,2015-10-01 00:26:00,0.9,6.47114939056e-05,72,91.4,0
2015-10-01 07:27:00,2015-10-01 00:27:00,1,6.57950004097e-05,77,91.4,0
2015-10-01 07:28:00,2015-10-01 00:28:00,0.9,6.50706642773e-05,74,91.4,0
2015-10-01 07:29:00,2015-10-01 00:29:00,0.9,6.87738720444e-05,61,91.4,0
2015-10-01 07:30:00,2015-10-01 00:30:00,0.9,6.95394264767e-05,65,91.4,0
2015-10-01 07:31:00,2015-10-01 00:31:00,0.9,7.07037688699e-05,66,90.5,0
2015-10-01 07:32:00,2015-10-01 00:32:00,0.9,7.10961976438e-05,72,90.5,0
2015-10-01 07:33:00,2015-10-01 00:33:00,0.9,7.1490809205e-05,68,90.5,0
2015-10-01 07:34:00,2015-10-01 00:34:00,0.9,7.10961976438e-05,70,90.5,0
2015-10-01 07:35:00,2015-10-01 00:35:00,1,7.22866097931e-05,64,90.5,0
2015-10-01 07:36:00,2015-10-01 00:36:00,0.9,7.22866097931e-05,66,90.5,0
2015-10-01 07:37:00,2015-10-01 00:37:00,0.9,7.18876035535e-05,66,90.5,0
2015-10-01 07:38:00,2015-10-01 00:38:00,0.9,7.18876035535e-05,70,90.5,0
2015-10-01 07:39:00,2015-10-01 00:39:00,1,7.26878206478e-05,73,90.5,0
2015-10-01 07:40:00,2015-10-01 00:40:00,0.9,7.89803307271e-05,70,90.5,0
2015-10-01 07:41:00,2015-10-01 00:41:00,0.9,8.92078314791e-05,67,90.5,0
