Timestamp (UTC),Timestamp (local),Calories,GSR,Heart Rate,Skin Temperature (F),Steps
2016-08-01 04:00:00,2016-08-01 00:00:00,1,6.22521984042e-05,66,88.7,0
2016-08-01 04:01:00,2016-08-01 00:01:00,1.1,6.32945302641e-05,65,89.6,0
2016-08-01 04:02:00,2016-08-01 00:02:00,1,6.32945302641e-05,68,90.5,0
2016-08-01 04:03:00,2016-08-01 00:03:00,1.1,6.32945302641e-05,65,90.5,0
2016-08-01 04:04:00,2016-08-01 00:04:00,1.1,6.29451606073e-05,71,90.5,0
2016-08-01 04:05:00,2016-08-01 00:05:00,1.1,6.32945302641e-05,70,91.4,0
2016-08-01 04:06:00,2016-08-01 00:06:00,1.2,6.39990903437e-05,68,91.4,24
2016-08-01 04:07:00,2016-08-01 00:07:00,1.1,6.43543098704e-05,71,91.4,0
2016-08-01 04:08:00,2016-08-01 00:08:00,1,6.57950004097e-05,64,90.5,0
2016-08-01 04:09:00,2016-08-01 00:09:00,1.1,6.29451606073e-05,66,89.6,0
2016-08-01 04:10:00,2016-08-01 00:10:00,1.1,6.29451606073e-05,62,89.6,0
2016-08-01 04:11:00,2016-08-01 00:11:00,1.1,6.22521984042e-05,62,90.5,0
2016-08-01 04:12:00,2016-08-01 00:12:00,1,6.32945302641e-05,63,90.5,0
2016-08-01 04:13:00,2016-08-01 00:13:00,1.1,6.39990903437e-05,63,90.5,0
2016-08-01 04:14:00,2016-08-01 00:14:00,1.1,6.36458353256e-05,63,91.4,0
2016-08-01 04:15:00,2016-08-01 00:15:00,1.1,6.39990903437e-05,63,91.4,0
2016-08-01 04:16:00,2016-08-01 00:16:00,1,6.43543098704e-05,64,91.4,0
2016-08-01 04:17:00,2016-08-01 00:17:00,1.1,6.39990903437e-05,64,91.4,0
2016-08-01 04:18:00,2016-08-01 00:18:00,1.1,6.47114939056e-05,64,92.3,0
2016-08-01 04:19:00,2016-08-01 00:19:00,1.1,6.47114939056e-05,63,92.3,0
2016-08-01 04:20:00,2016-08-01 00:20:00,1,6.50706642773e-05,63,92.3,0
2016-08-01 04:21:00,2016-08-01 00:21:00,1.1,6.50706642773e-05,64,92.3,0
2016-08-01 04:22:00,2016-08-01 00:22:00,1.1,6.47114939056e-05,64,92.3,0
2016-08-01 04:23:00,2016-08-01 00:23:00,1,6.47114939056e-05,64,92.3,0
2016-08-01 04:24:00,2016-08-01 00:24:00,1.1,6.50706642773e-05,62,92.3,0
2016-08-01 04:25:00,2016-08-01 00:25:00,1.1,6.43543098704e-05,64,92.3,0
2016-08-01 04:26:00,2016-08-01 00:26:00,1.1,6.50706642773e-05,63,93.2,0
2016-08-01 04:27:00,2016-08-01 00:27:00,1,6.50706642773e-05,64,93.2,0
2016-08-01 04:28:00,2016-08-01 00:28:00,1.1,6.47114939056e-05,63,93.2,0
2016-08-01 04:29:00,2016-08-01 00:29:00,1.1,6.50706642773e-05,62,93.2,0
2016-08-01 04:30:00,2016-08-01 00:30:00,1.1,6.47114939056e-05,63,93.2,0
2016-08-01 04:31:00,2016-08-01 00:31:00,1,6.50706642773e-05,61,93.2,0
2016-08-01 04:32:00,2016-08-01 00:32:00,1.1,6.54318282614e-05,61,93.2,0
2016-08-01 04:33:00,2016-08-01 00:33:00,1.1,6.43543098704e-05,62,93.2,0
2016-08-01 04:34:00,2016-08-01 00:34:00,1,6.50706642773e-05,60,93.2,0
2016-08-01 04:35:00,2016-08-01 00:35:00,1.1,6.54318282614e-05,59,93.2,0
2016-08-01 04:36:00,2016-08-01 00:36:00,1.1,6.54318282614e-05,64,93.2,0
2016-08-01 04:37:00,2016-08-01 00:37:00,1.1,6.50706642773e-05,63,93.2,0
2016-08-01 04:38:00,2016-08-01 00:38:00,1,6.54318282614e-05,63,93.2,0
