Timestamp (UTC),Timestamp (local),Calories,GSR,Heart Rate,Skin Temperature (F),Steps
2015-12-01 08:00:00,2015-12-01 00:00:00,0.8,9.85534352367e-05,58,92.3,0
2015-12-01 08:01:00,2015-12-01 00:01:00,0.9,9.96504822979e-05,57,92.3,0
2015-12-01 08:02:00,2015-12-01 00:02:00,1,0.000100203571492,60,92.3,0
2015-12-01 08:03:00,2015-12-01 00:03:00,0.9,0.000100759738416,58,93.2,0
2015-12-01 08:04:00,2015-12-01 00:04:00,0.9,0.000103015438071,60,93.2,0
2015-12-01 08:05:00,2015-12-01 00:05:00,0.9,0.000102446821984,60,93.2,0
2015-12-01 08:06:00,2015-12-01 00:06:00,0.9,0.000104162158095,56,93.2,0
2015-12-01 08:07:00,2015-12-01 00:07:00,0.9,0.000105321632873,58,93.2,0
2015-12-01 08:08:00,2015-12-01 00:08:00,0.9,0.000106494022475,56,93.2,0
2015-12-01 08:09:00,2015-12-01 00:09:00,0.9,0.00010827711958,58,93.2,0
2015-12-01 08:10:00,2015-12-01 00:10:00,0.9,0.000108878091851,58,93.2,0
2015-12-01 08:11:00,2015-12-01 00:11:00,0.9,0.000110090069938,60,93.2,0
2015-12-01 08:12:00,2015-12-01 00:12:00,0.9,0.000110701112135,59,93.2,0
2015-12-01 08:13:00,2015-12-01 00:13:00,1,0.000111315537652,61,93.2,0
2015-12-01 08:14:00,2015-12-01 00:14:00,0.9,0.000113179368782,60,93.2,0
2015-12-01 08:15:00,2015-12-01 00:15:00,0.9,0.000113179368782,58,93.2,0
2015-12-01 08:16:00,2015-12-01 00:16:00,0.9,0.000111315537652,58,93.2,0
2015-12-01 08:17:00,2015-12-01 00:17:00,0.9,0.000112554647785,60,93.2,0
2015-12-01 08:18:00,2015-12-01 00:18:00,0.9,0.000113179368782,57,94.1,0
2015-12-01 08:19:00,2015-12-01 00:19:00,0.9,0.000112554647785,58,94.1,0
2015-12-01 08:20:00,2015-12-01 00:20:00,1,0.000111315537652,59,94.1,0
2015-12-01 08:21:00,2015-12-01 00:21:00,0.9,0.000106494022475,59,94.1,0
2015-12-01 08:22:00,2015-12-01 00:22:00,0.9,0.000109482403786,58,94.1,0
2015-12-01 08:23:00,2015-12-01 00:23:00,0.9,0.000110090069938,58,94.1,0
2015-12-01 08:24:00,2015-12-01 00:24:00,1.1,0.000110090069938,59,94.1,0
2015-12-01 08:25:00,2015-12-01 00:25:00,1.3,0.000111933375592,64,94.1,0
2015-12-01 08:26:00,2015-12-01 00:26:00,0.9,9.17111392482e-05,63,94.1,0
2015-12-01 08:27:00,2015-12-01 00:27:00,1.2,9.96504822979e-05,69,93.2,0
2015-12-01 08:28:00,2015-12-01 00:28:00,0.9,0.000120952012367,63,93.2,0
2015-12-01 08:29:00,2015-12-01 00:29:00,0.9,0.000118303563795,62,93.2,0
2015-12-01 08:30:00,2015-12-01 00:30:00,0.9,0.000121623335872,61,93.2,0
2015-12-01 08:31:00,2015-12-01 00:31:00,1,0.000123659759993,59,93.2,0
2015-12-01 08:32:00,2015-12-01 00:32:00,1,0.000125730264699,62,94.1,0
2015-12-01 08:33:00,2015-12-01 00:33:00,0.9,0.000120284392324,60,94.1,0
2015-12-01 08:34:00,2015-12-01 00:34:00,1.1,0.000124346101074,61,94.1,0
2015-12-01 08:35:00,2015-12-01 00:35:00,1,0.00012503626931,61,94.1,0
2015-12-01 08:36:00,2015-12-01 00:36:00,1.1,0.000138135335874,63,94.1,0
2015-12-01 08:37:00,2015-12-01 00:37:00,1.6,0.000130697284476,66,94.1,0
2015-12-01 08:38:00,2015-12-01 00:38:00,1.6,0.000109482403786,68,94.1,0
2015-12-01 08:39:00,2015-12-01 00:39:00,1.7,0.000168594066054,75,94.1,0
2015-12-01 08:40:00,2015-12-01 00:40:00,1.7,0.000137372859172,73,93.2,0
2015-12-01 08:41:00,2015-12-01 00:41:00,1,0.000147621845827,67,93.2,0
2015-12-01 08:42:00,2015-12-01 00:42:00,1,0.000132885630592,68,93.2,0
2015-12-01 08:43:00,2015-12-01 00:43:00,1.1,0.000120284392324,65,92.3,0
2015-12-01 08:44:00,2015-12-01 00:44:00,1.8,0.000115713104606,63,92.3,0
2015-12-01 08:45:00,2015-12-01 00:45:00,1.8,9.12049217732e-05,80,91.4,0
2015-12-01 08:46:00,2015-12-01 00:46:00,1.6,7.59787653806e-05,90,91.4,0
2015-12-01 08:47:00,2015-12-01 00:47:00,1.4,8.21004796308e-05,94,91.4,0
2015-12-01 08:48:00,2015-12-01 00:48:00,1.2,9.17111392482e-05,69,91.4,0
2015-12-01 08:49:00,2015-12-01 00:49:00,1.3,8.16473111627e-05,64,91.4,0
2015-12-01 08:50:00,2015-12-01 00:50:00,1,7.39048773539e-05,59,92.3,0
2015-12-01 08:51:00,2015-12-01 00:51:00,0.9,8.39384592837e-05,60,92.3,0
2015-12-01 08:52:00,2015-12-01 00:52:00,1,8.72544769663e-05,60,92.3,0
2015-12-01 08:53:00,2015-12-01 00:53:00,1.1,9.12049217732e-05,60,92.3,0
2015-12-01 08:54:00,2015-12-01 00:54:00,1.3,9.48080050875e-05,58,93.2,0
2015-12-01 08:55:00,2015-12-01 00:55:00,1,9.58633609116e-05,60,93.2,0
2015-12-01 08:56:00,2015-12-01 00:56:00,1,9.80094482657e-05,59,93.2,0
2015-12-01 08:57:00,2015-12-01 00:57:00,0.9,0.000100203571492,60,93.2,0
2015-12-01 08:58:00,2015-12-01 00:58:00,0.9,0.000101318990346,59,93.2,0
2015-12-01 08:59:00,2015-12-01 00:59:00,1,0.000103015438071,60,93.2,0
2015-12-01 09:00:00,2015-12-01 01:00:00,0.9,0.000104740291135,59,93.2,0
2015-12-01 09:01:00,2015-12-01 01:01:00,0.9,0.000104740291135,60,93.2,0
2015-12-01 09:02:00,2015-12-01 01:02:00,0.9,0.000106494022475,58,93.2,0
2015-12-01 09:03:00,2015-12-01 01:03:00,0.9,0.000107085099444,61,93.2,0
2015-12-01 09:04:00,2015-12-01 01:04:00,1,0.000107085099444,60,93.2,0
