Timestamp (UTC),Timestamp (local),Calories,GSR,Heart Rate,Skin Temperature (F),Steps
2016-04-01 04:00:00,2016-04-01 00:00:00,1,8.82257518242e-05,78,95,0
2016-04-01 04:01:00,2016-04-01 00:01:00,1.1,8.92078314791e-05,80,95,0
2016-04-01 04:02:00,2016-04-01 00:02:00,1,8.92078314791e-05,88,95,0
2016-04-01 04:03:00,2016-04-01 00:03:00,1.1,9.91004417301e-05,83,95,0
2016-04-01 04:04:00,2016-04-01 00:04:00,1.1,0.000111933375592,86,95,0
2016-04-01 04:05:00,2016-04-01 00:05:00,1.1,8.87154310476e-05,82,95,0
2016-04-01 04:06:00,2016-04-01 00:06:00,1,7.68245226936e-05,83,94.1,0
2016-04-01 04:07:00,2016-04-01 00:07:00,1.1,0.000104740291135,83,94.1,0
2016-04-01 04:08:00,2016-04-01 00:08:00,1.1,0.00012503626931,82,94.1,0
2016-04-01 04:09:00,2016-04-01 00:09:00,1,0.000120952012367,84,94.1,0
2016-04-01 04:10:00,2016-04-01 00:10:00,1.1,0.000179177848622,83,94.1,0
2016-04-01 04:11:00,2016-04-01 00:11:00,1.1,0.0002001523535,83,94.1,0
2016-04-01 04:12:00,2016-04-01 00:12:00,1.1,0.00021037546685,83,94.1,0
2016-04-01 04:13:00,2016-04-01 00:13:00,1,0.000226070944336,83,94.1,0
2016-04-01 04:14:00,2016-04-01 00:14:00,1.1,0.000325759319821,83,94.1,0
2016-04-01 04:15:00,2016-04-01 00:15:00,1.1,0.000551137258299,83,94.1,0
2016-04-01 04:16:00,2016-04-01 00:16:00,1.1,0.000825540919323,82,94.1,0
2016-04-01 04:17:00,2016-04-01 00:17:00,1,0.00115710194223,82,94.1,0
2016-04-01 04:18:00,2016-04-01 00:18:00,1.1,0.00195764773525,82,94.1,0
2016-04-01 04:19:00,2016-04-01 00:19:00,1.1,0.00320386723615,82,94.1,0
2016-04-01 04:20:00,2016-04-01 00:20:00,1.1,0.00496108084917,81,94.1,0
2016-04-01 04:21:00,2016-04-01 00:21:00,1,0.0061905477196,82,94.1,0
2016-04-01 04:22:00,2016-04-01 00:22:00,1.1,0.00830102153122,82,94.1,0
2016-04-01 04:23:00,2016-04-01 00:23:00,1.1,0.0117644658312,81,94.1,0
2016-04-01 04:24:00,2016-04-01 00:24:00,1,0.0185218956321,81,94.1,0
2016-04-01 04:25:00,2016-04-01 00:25:00,1.1,0.0217468421906,81,94.1,0
2016-04-01 04:26:00,2016-04-01 00:26:00,1.1,0.0282082241029,81,94.1,0
2016-04-01 04:27:00,2016-04-01 00:27:00,1.1,0.0406469404697,81,94.1,0
2016-04-01 04:28:00,2016-04-01 00:28:00,1,0.0521434508264,81,94.1,0
2016-04-01 04:29:00,2016-04-01 00:29:00,1.1,0.0726823508739,80,94.1,0
2016-04-01 04:30:00,2016-04-01 00:30:00,1.1,0.0942775979638,82,94.1,0
2016-04-01 04:31:00,2016-04-01 00:31:00,1.1,0.0948008671403,81,94.1,0
2016-04-01 04:32:00,2016-04-01 00:32:00,1,0.10473240912,81,94.1,0
2016-04-01 04:33:00,2016-04-01 00:33:00,1.1,0.122967928648,81,94.1,0
2016-04-01 04:34:00,2016-04-01 00:34:00,1.1,0.1443785429,81,94.1,0
2016-04-01 04:35:00,2016-04-01 00:35:00,1,0.165805190802,82,94.1,0
2016-04-01 04:36:00,2016-04-01 00:36:00,1.1,0.218669965863,81,94.1,0
2016-04-01 04:37:00,2016-04-01 00:37:00,1.1,0.206895455718,80,94.1,0
2016-04-01 04:38:00,2016-04-01 00:38:00,1.1,0.226053923368,82,94.1,0
2016-04-01 04:39:00,2016-04-01 00:39:00,1,0.251121938229,81,94.1,0
2016-04-01 04:40:00,2016-04-01 00:40:00,1.1,0.315094798803,81,94.1,0
2016-04-01 04:41:00,2016-04-01 00:41:00,1.1,0.357873141766,81,94.1,0
2016-04-01 04:42:00,2016-04-01 00:42:00,1.1,0.36386525631,82,94.1,0
2016-04-01 04:43:00,2016-04-01 00:43:00,1,0.404215663671,82,94.1,0
2016-04-01 04:44:00,2016-04-01 00:44:00,1.1,0.404215663671,82,94.1,0
2016-04-01 04:45:00,2016-04-01 00:45:00,1.1,0.427219778299,81,94.1,0
2016-04-01 04:46:00,2016-04-01 00:46:00,1.1,0.439208209515,81,94.1,0
2016-04-01 04:47:00,2016-04-01 00:47:00,1,0.471976220608,80,94.1,0
2016-04-01 04:48:00,2016-04-01 00:48:00,1.1,0.464203745127,80,94.1,0
2016-04-01 04:49:00,2016-04-01 00:49:00,1.1,0.454039216042,81,94.1,0
2016-04-01 04:50:00,2016-04-01 00:50:00,1,0.498836606741,82,94.1,0
2016-04-01 04:51:00,2016-04-01 00:51:00,1.1,0.469371050596,88,94.1,0
2016-04-01 04:52:00,2016-04-01 00:52:00,1.1,2.31108784676,91,94.1,15
2016-04-01 04:53:00,2016-04-01 00:53:00,1.1,10.1306276321,106,94.1,17
2016-04-01 04:54:00,2016-04-01 00:54:00,1,5.76032161713,106,93.2,15
2016-04-01 04:55:00,2016-04-01 00:55:00,1.1,6.6888256073,97,93.2,0
2016-04-01 04:56:00,2016-04-01 00:56:00,1.1,6.22443914413,86,93.2,0
2016-04-01 04:57:00,2016-04-01 00:57:00,1.1,6.76328229904,86,93.2,0
2016-04-01 04:58:00,2016-04-01 00:58:00,1.2,7.14818382263,84,93.2,0
2016-04-01 04:59:00,2016-04-01 00:59:00,1.2,7.30820941925,84,93.2,0
2016-04-01 05:00:00,2016-04-01 01:00:00,1.1,7.43057537079,84,93.2,0
2016-04-01 05:01:00,2016-04-01 01:01:00,1.1,7.47181797028,82,94.1,0
2016-04-01 05:02:00,2016-04-01 01:02:00,1.1,7.47181797028,82,94.1,0
2016-04-01 05:03:00,2016-04-01 01:03:00,1.1,7.34877252579,82,94.1,0
2016-04-01 05:04:00,2016-04-01 01:04:00,1.1,7.22775363922,82,94.1,0
2016-04-01 05:05:00,2016-04-01 01:05:00,1.1,6.95307016373,81,95,0
2016-04-01 05:06:00,2016-04-01 01:06:00,1.1,6.72595071793,82,95,0
