247.1437	positive	3.13812396376986
298.1139	positive	3.23414329699899
158.1174	positive	3.23414329699899
182.081	positive	3.23414329699899
188.128	positive	3.23414329699899
352.1657	positive	3.23414329699899
528.2633	negative	3.03829188797279
89.0243	negative	3.03829188797279
512.2683	negative	3.03829188797279
179.0484	positive	3.03829188797279
152.0705	positive	3.03829188797279
139.0501	positive	3.03829188797279
246.17	positive	3.03829188797279
816.5884	positive	4.57766283940856
892.6501	positive	4.57766283940856
186.1123	positive	4.57766283940856
105.0192	negative	4.57766283940856
310.2015	positive	4.57766283940856
203.0813	positive	3.2293471247355
504.3082	positive	3.2293471247355
129.0558	negative	3.2293471247355
389.2702	negative	3.2293471247355
776.5553	positive	3.28341434600577
750.5404	positive	3.28341434600577
738.5403	positive	3.28341434600577
764.557	positive	3.28341434600577
850.6644	positive	3.28341434600577
764.5577	positive	3.28341434600577
806.5663	positive	3.28341434600577
782.5665	positive	3.28341434600577
813.6806	positive	3.28341434600577
170.0923	positive	3.28341434600577
667.5325	negative	3.28341434600577
435.3481	negative	3.28341434600577
212.1026	positive	3.03829188797279
151.0261	negative	3.03829188797279
137.0457	positive	4.86534491186034
180.0865	positive	4.86534491186034
115.0399	negative	4.86534491186034
287.052	negative	4.86534491186034
310.3104	positive	4.86534491186034
207.0511	negative	3.20597622476862
269.0875	negative	3.20597622476862
100.0756	positive	3.20597622476862
445.3324	negative	3.20597622476862
163.0765	negative	3.20597622476862
