Date,Calories,Steps,Sleep Duration,Sleep Score,Number of Interruptions,Number of Toss and Turns,Interruption Duration,Resting Heart Rate,Bike Calories,Bike Duration,Run Calories,Run Duration,Run Steps,Walk Calories,Walk Duration,Walk Steps
2016-03-24,2645.3,7250,216,34,0,27,0,74,176.1,35,,,,138.2,36,3589
2016-03-25,3370.2,8592,255,43,0,31,0,67,241.2,55,,,,263.2,46,4584
2016-03-26,2403.1,10244,411,94,0,23,0,78,,,,,,274.2,65,6463
2016-03-27,3101.2,18671,255,43,0,23,0,65,,,412.7,34,5620,384.3,93,8601
2016-03-28,3355.2,4144,152,20,0,15,0,73,,,,,,55.4,13,1253
2016-03-29,3158.9,14251,228,37,0,26,0,61,,,226,17,2960,288.8,64,6570
2016-03-30,2424.8,5619,246,41,0,21,0,70,,,,,,109.3,20,2143
2016-03-31,3339.3,13050,274,47,1,19,8,68,,,,,,487.3,80,8835
2016-04-01,2060.9,5877,260,45,0,37,0,82,,,,,,98.6,24,2504
2016-04-02,2254.8,10197,433,98,0,32,0,77,,,,,,259.8,57,5526
2016-04-03,2449.4,11770,340,69,0,58,0,67,,,123.4,16,2749,110.9,38,3333
2016-04-04,2256.2,6182,271,46,1,19,11,68,122.2,25,,,,67.8,23,1957
2016-04-05,2700.5,7726,230,37,0,22,0,69,,,,,,85.7,24,2242
2016-04-06,2832.2,8370,501,93,0,24,0,68,,,215.1,20,3306,38.3,12,1058
2016-04-07,2484,5486,225,36,0,46,0,58,,,,,,77,15,1505
2016-04-08,2208.9,5748,229,36,2,21,22,72,,,,,,74.3,23,2243
2016-04-09,2355.9,18203,436,97,0,14,0,68,,,498.9,45,7591,332.3,82,8585
2016-04-10,2547.8,9659,250,41,1,23,11,57,,,,,,269.7,68,6951
2016-04-11,2203.5,7414,167,23,0,7,0,79,,,,,,272.2,50,5111
2016-04-12,3643.6,12222,546,96,0,52,0,63,177.2,31,,,,252.8,62,6237
2016-04-13,2273.5,7586,327,64,1,20,11,65,133.8,30,,,,170,31,2969
2016-04-14,2318,7143,385,82,1,18,11,72,115.6,23,,,,73.7,22,2274
2016-04-15,2128.3,6658,306,57,1,17,10,67,,,,,,177.4,43,4483
2016-04-16,2763,16001,638,44,0,22,0,70,,,,,,479.5,126,12165
2016-04-17,2858.1,15909,371,80,0,26,0,71,,,496.9,39,6548,167.2,47,4473
2016-04-18,2980.4,10345,337,67,0,21,0,67,412.6,65,,,,242.7,56,5774
2016-04-19,2345.8,10181,211,32,0,17,0,60,,,,,,292,61,6582
2016-04-20,2530.6,13183,383,83,0,14,0,69,14.2,5,,,,406.9,85,8889
2016-04-21,3072.8,10925,357,75,0,20,0,63,76.2,14,,,,331.8,67,6879
2016-04-22,2763,8417,452,95,1,23,9,62,,,,,,210,33,3137
2016-04-23,2712.6,19782,450,95,1,30,14,65,,,408.4,32,5439,360.3,112,10559
2016-04-24,2953.3,18472,330,66,0,34,0,68,,,379.7,33,5621,347.6,93,8778
2016-04-25,2254.2,6694,246,39,0,22,0,68,,,,,,176.8,36,3817
2016-04-26,2963.6,8642,463,94,0,26,0,63,,,,,,218.6,50,4987
2016-04-27,2939.7,8432,396,82,1,44,10,62,,,,,,180.8,49,5042
2016-04-28,2832.3,7957,395,86,1,33,10,55,159.3,30,,,,215.1,43,4286
2016-04-29,2590.3,7887,373,78,1,19,11,62,,,,,,184.1,38,3980
2016-04-30,2788.2,20502,418,94,0,31,0,63,,,385.8,33,5614,431.4,117,11032
2016-05-01,3126.2,19768,381,83,0,36,0,55,,,454.9,39,6616,371.9,86,8210
2016-05-02,3138.4,7439,365,75,1,23,12,64,471.4,79,,,,138.8,29,2858
2016-05-03,2926.8,7488,346,68,1,31,9,66,216,36,,,,186.2,45,4445
2016-05-04,2576,6774,322,62,0,28,0,57,130.5,24,,,,105.4,21,2229
2016-05-05,2983,6994,304,57,0,17,0,60,345.5,70,,,,134.4,27,2791
2016-05-06,2576,10034,402,88,0,21,0,72,48.3,15,,,,176.4,51,4961
2016-05-07,2778.1,14583,484,96,0,29,0,60,,,364.6,32,5442,192.5,50,5006
2016-05-08,3020.8,19892,348,70,0,51,0,54,,,432.6,40,6850,336.5,86,8339
2016-05-09,3222.3,14271,134,16,1,35,12,57,167.2,32,,,,434.2,94,9325
2016-05-10,2680.8,10303,410,91,0,4,0,71,,,275.5,26,4412,196.3,42,4278
2016-05-11,2958.2,5691,266,45,0,28,0,53,,,,,,155.6,40,3857
2016-05-12,2514.1,8129,264,46,0,18,0,62,,,,,,175.6,41,4079
2016-05-13,2801.9,7559,328,62,0,34,0,62,,,,,,146.5,33,3546
2016-05-14,3691.2,19520,374,80,0,25,0,58,,,317.9,33,5698,418.7,90,8849
2016-05-15,3251.7,18766,325,62,0,28,0,57,,,417.5,41,6990,204.6,56,5635
2016-05-16,2908.5,6304,298,54,1,38,10,56,138.4,23,,,,139.2,28,2852
2016-05-17,1609.2,6338,149,19,0,6,0,62,,,,,,220.6,42,4552
2016-05-18,2473.1,7063,193,28,0,10,0,71,,,,,,186,34,3699
2016-05-19,2513.1,7124,278,48,1,16,11,74,,,,,,136.4,37,3927
2016-05-20,2935.5,8571,214,33,0,26,0,70,,,180.6,16,2693,68.2,18,1766
2016-05-21,2902.6,17870,214,33,0,23,0,82,,,223.6,21,3569,530.9,105,11480
2016-05-22,3353.7,5474,550,92,0,11,0,66,,,,,,148.2,28,2909
2016-05-23,2910.8,7836,238,37,0,38,0,58,,,,,,167.5,36,3592
2016-05-24,2653.6,6383,338,68,0,20,0,59,117.8,22,,,,170.5,34,3384
2016-05-25,2272.6,8918,341,68,0,23,0,66,135,27,,,,189.5,58,5600
2016-05-26,2653.4,9768,314,60,0,30,0,67,134.4,29,,,,190.3,47,4811
2016-05-27,2652.6,8653,305,57,0,17,0,64,68.8,22,,,,142.1,34,3508
2016-05-28,3054.1,10900,334,65,0,25,0,63,,,373.6,31,5303,134.7,35,3193
2016-05-29,1462.9,5080,364,76,1,7,11,57,,,,,,175,39,4009
2016-05-30,3159.7,17226,83,9,0,37,0,56,,,53.9,6,864,734.6,117,12768
2016-05-31,2247.1,10694,601,66,0,9,0,66,,,295.1,30,5084,167.1,35,3481
2016-06-01,2731.5,13812,250,41,0,41,0,54,,,426.5,40,6832,170.2,52,5072
2016-06-02,2702.5,12900,341,67,0,17,0,67,,,496.8,44,7573,127.2,29,2865
2016-06-03,2717.8,12913,263,44,1,17,14,60,,,,,,423.9,86,8994
2016-06-04,1824.4,5089,96,11,0,19,0,77,,,,,,95.4,25,2875
2016-06-05,3730.3,23711,875,39,0,55,0,61,,,449.7,38,6449,384.3,112,10854
2016-06-06,2786.9,8996,330,65,0,46,0,66,,,,,,198.5,49,4900
2016-06-07,3363.9,11166,333,66,0,26,0,57,190.5,26,,,,466.3,90,9144
2016-06-08,3193.5,9063,347,71,0,22,0,59,302,55,,,,250.4,55,5436
2016-06-09,3196.1,10076,259,43,0,18,0,62,259.9,56,,,,253.2,63,6140
2016-06-10,2661.9,6429,492,95,1,26,9,60,101.2,24,,,,118.5,34,3244
2016-06-11,3026.7,16715,415,93,0,37,0,60,102.3,22,372.5,35,5880,304.8,80,7772
2016-06-12,2823.7,14885,393,88,0,21,0,55,202,34,399.5,36,6074,167.4,42,4167
2016-06-13,2807.5,5471,372,79,0,14,0,65,185,33,,,,117.9,25,2539
2016-06-14,2371.1,8397,372,79,0,14,0,64,,,,,,213.9,46,4492
2016-06-15,1975.9,5858,218,34,0,18,0,56,,,,,,68.7,21,2127
2016-06-16,2823.8,7284,453,97,1,21,11,66,14,10,,,,101.9,30,2991
2016-06-17,2300.2,11584,501,93,2,39,26,68,,,,,,278.8,77,7742
2016-06-18,2651.6,17400,459,93,0,43,0,67,,,382.8,37,6251,167.5,49,4721
2016-06-19,2971.8,17337,338,67,0,33,0,52,,,393.6,34,5676,239.3,67,6446
2016-06-20,3635.3,8685,165,21,0,27,0,64,438.2,58,,,,210.9,45,4328
2016-06-21,2781,6315,394,85,1,26,11,74,,,,,,113,30,3032
2016-06-22,2571.1,6216,561,93,0,22,0,80,,,,,,160.8,33,3565
2016-06-23,3055.9,11161,255,41,0,51,0,58,,,,,,314.7,61,6888
2016-06-24,2832.2,6966,423,93,1,3,12,76,,,,,,194.2,34,3592
2016-06-25,3441.6,20201,378,81,0,27,0,57,,,329.1,33,5705,395.7,105,9769
2016-06-26,3662.6,18367,367,76,0,27,0,61,,,466.3,38,6517,225.6,60,5453
2016-06-27,2985.4,10341,429,97,0,42,0,68,557.2,96,,,,232.8,46,4645
2016-06-28,2418.9,11671,364,76,0,38,0,60,131,25,,,,294,84,8203
2016-06-29,2638.2,7132,519,97,0,16,0,57,243.8,36,,,,183,33,3207
2016-06-30,2676.6,11205,431,97,0,54,0,66,262.7,38,,,,320,69,7187
2016-07-01,2690.5,10024,448,93,1,36,11,56,147.6,23,,,,191.4,59,5437
2016-07-02,2447.7,14845,511,96,0,40,0,69,,,,,,434,101,10266
2016-07-03,2479,16017,656,35,4,72,45,67,,,,,,457.9,133,12106
2016-07-04,2080,7217,596,71,1,99,12,68,,,,,,140.4,35,3359
2016-07-05,2894.8,8384,342,68,0,47,0,66,,,,,,257.8,48,5184
2016-07-06,2781,7758,368,76,1,28,10,55,170.7,30,,,,188.8,51,5020
2016-07-07,3188.9,13075,394,87,0,31,0,62,166.1,29,,,,339.3,73,7163
2016-07-08,3022.4,10132,405,92,0,28,0,67,214.7,31,,,,254.3,70,6697
2016-07-09,3110.5,14452,410,90,2,21,22,64,10.9,4,,,,414,94,9870
2016-07-10,2615.3,17865,496,94,0,28,0,69,,,412.8,37,6136,254.4,79,7616
2016-07-11,3267.3,12325,220,35,0,43,0,64,133,23,,,,289.2,79,7498
2016-07-12,3299.4,9756,309,55,1,14,8,78,120.8,20,,,,193.1,56,5162
2016-07-13,2200.8,10453,432,97,0,18,0,72,,,101.1,11,1832,276.5,60,6027
2016-07-14,2619.7,14289,265,46,0,33,0,60,,,309.7,28,4663,239.4,62,6010
2016-07-15,2964,11595,250,41,0,24,0,64,,,323.5,28,4732,154.7,35,3435
2016-07-16,2932.6,13689,325,64,0,14,0,57,,,347,29,4809,240.2,54,5190
2016-07-17,2588.1,9956,227,36,0,22,0,69,18.3,8,,,,206.6,59,5919
2016-07-18,3082.2,7100,455,96,0,16,0,73,416.5,67,,,,158.8,31,3020
2016-07-19,2838.6,9855,389,85,0,34,0,63,158.2,27,,,,240.8,48,4860
2016-07-20,2326.4,6830,356,72,0,33,0,62,197,37,,,,161.1,41,4168
2016-07-21,3026.1,7006,235,38,0,25,0,55,139.9,22,,,,154.5,30,3120
2016-07-22,3344.8,11396,408,93,0,13,0,69,117.6,21,,,,258.1,55,5474
2016-07-23,2449.2,7330,315,61,0,27,0,61,101.2,16,,,,140.1,37,3537
2016-07-24,3324.9,22334,307,56,0,14,0,62,,,398.4,35,5968,566.7,121,11500
2016-07-25,2254.2,7546,391,85,0,35,0,62,,,,,,144.7,48,4506
2016-07-26,2782.7,11888,304,55,0,41,0,62,,,,,,391.4,89,8774
2016-07-27,2155.4,7662,365,77,0,34,0,67,192.7,44,,,,144.8,41,4157
2016-07-28,2067.7,9834,380,82,0,19,0,63,,,,,,279.9,73,7550
2016-07-29,2103.8,9988,413,94,0,39,0,60,,,33,4,546,195.5,53,5440
2016-07-30,3340.8,14211,359,73,0,30,0,68,,,377.6,36,6136,129.5,37,3617
2016-07-31,1912.4,7092,276,48,0,33,0,61,,,,,,188,45,4724
2016-08-01,2952.3,10438,360,75,0,19,0,63,,,,,,295.3,67,6912
2016-08-02,2845,8812,430,97,1,18,10,61,,,,,,221.9,49,5011
2016-08-03,2431.7,8200,388,83,0,20,0,75,,,,,,132.2,37,3824
2016-08-04,3359.1,11801,298,55,0,33,0,61,198.8,38,,,,373.1,70,7104
2016-08-05,2242.2,8251,359,73,0,26,0,69,185.2,32,,,,108.8,41,3880
2016-08-06,2496.8,5340,40,4,0,20,0,59,,,,,,88.9,29,2675
2016-08-07,2446.2,11329,288,52,0,0,0,56,,,,,,213,67,6454
2016-08-08,4001.3,22824,254,42,0,23,0,75,,,,,,517.7,142,14180
2016-08-09,4458.4,26464,471,96,0,27,0,59,,,,,,275.8,84,7969
2016-08-10,2589.6,13961,243,39,0,41,0,53,,,,,,123.3,35,3324
2016-08-11,2121.8,11463,393,86,0,23,0,55,,,110.9,10,1599,226.7,79,7651
2016-08-12,3331.5,19699,325,61,0,35,0,56,,,290,24,4068,408.5,107,10619
2016-08-13,2647.5,12615,545,93,2,25,20,56,,,,,,265.3,71,7133
2016-08-14,2638.3,16385,474,96,0,41,0,64,,,191,17,2807,398.3,105,10314
2016-08-15,2351.6,14558,437,96,0,57,0,61,,,,,,435.3,124,11853
2016-08-16,2578.2,10003,179,24,0,56,0,55,,,,,,244.7,66,6138
2016-08-17,2617.8,15589,351,68,1,26,5,62,,,277.3,24,4030,272.7,83,8345
2016-08-18,2654.6,11634,263,45,0,38,0,56,,,,,,323.6,80,8090
2016-08-19,3699.2,10722,493,93,0,22,0,65,143.3,23,,,,287,70,6911
2016-08-20,2602.8,18338,720,39,1,54,11,53,,,,,,551.7,154,14533
2016-08-21,2444.5,17572,300,55,0,71,0,56,,,,,,505.7,135,13520
2016-08-22,2736.3,9182,374,81,0,30,0,62,458.1,73,,,,215.6,57,5582
2016-08-23,2758.2,10723,241,39,0,17,0,64,219.3,54,,,,317.1,63,6440
2016-08-24,2298,7949,384,80,1,29,11,70,329.8,49,,,,124.2,37,3866
2016-08-25,2302.1,7529,340,67,0,21,0,63,118.2,35,,,,94,25,2260
2016-08-26,2766.5,6917,165,23,0,30,0,57,,,,,,201.6,40,3864
2016-08-27,2713.8,16630,609,60,0,15,0,77,49.5,12,385.2,34,5627,292.2,68,6742
2016-08-28,2748.8,16021,303,55,1,50,6,56,,,420.8,35,5885,205,61,5666
2016-08-29,2299.8,5961,94,10,0,23,0,66,,,,,,105.4,23,2412
2016-08-30,1304.9,2869,309,58,0,1,0,70,,,,,,92.6,23,2359
2016-08-31,2614,11258,159,21,0,32,0,53,5.7,4,321.3,30,5155,129,32,3017
2016-09-01,2596.3,12721,244,39,0,24,0,67,,,434.5,38,6542,133.4,38,3740
2016-09-02,4148.1,3937,478,94,0,39,0,59,10.4,4,,,,63.4,10,1140
2016-09-03,3124.4,15515,331,65,0,29,0,53,,,377.9,37,6153,172.9,40,3859
2016-09-04,3008.9,21745,385,81,0,30,0,70,,,386.4,36,6084,452.3,112,10970
2016-09-05,2346,9091,188,26,0,20,0,57,49,9,,,,165.8,45,4427
2016-09-06,2594.3,11829,196,28,0,18,0,52,,,,,,300.3,67,6730
2016-09-07,2947.6,9237,,,,,,64,205,36,,,,238.5,49,5075
2016-09-08,2439.1,5112,218,33,1,0,11,,,,,,,46.7,10,868
2016-09-09,2567.5,9231,243,37,0,16,0,84,,,,,,188.5,56,5456
2016-09-10,2621.9,15812,46,4,0,22,0,65,,,,,,287,92,8707
2016-09-11,2493.8,10517,430,95,0,9,0,55,,,,,,191.8,53,5208
2016-09-12,3421.2,10800,273,44,1,42,9,53,427.4,67,,,,314.3,65,6343
2016-09-13,2861.6,10407,423,95,0,54,0,59,51.7,10,,,,223.1,52,5266
2016-09-14,2666.3,10562,167,22,0,26,0,60,,,,,,265,59,5993
2016-09-15,1814.1,6383,141,17,0,16,0,66,,,,,,109.6,28,2847
2016-09-16,2370.1,5793,45,4,0,7,0,59,,,,,,125.2,28,2938
2016-09-17,3573.4,11257,316,58,0,0,0,60,,,,,,164.4,38,3851
2016-09-18,4540.2,15526,376,80,0,41,0,59,,,,,,242,51,5095
2016-09-19,3417.2,12483,307,57,1,27,14,60,,,,,,325.3,76,7278
2016-09-20,2888.5,15190,259,44,0,27,0,76,,,,,,421.1,100,10278
2016-09-21,4694.5,21353,373,79,0,24,0,67,,,,,,906.1,169,17513
2016-09-22,3262.1,25785,451,94,0,47,0,53,,,54.4,6,970,973.3,178,18092
2016-09-23,2703.3,23744,333,64,1,33,9,70,,,,,,720.3,181,18446
2016-09-24,2236.5,10374,439,94,0,36,0,57,,,,,,157.5,47,4563
2016-09-25,2809,16892,355,67,1,52,11,66,,,,,,389.5,105,10207
2016-09-26,2719.4,9714,92,10,0,43,0,54,,,,,,217.8,48,4851
2016-09-27,2386,9290,503,95,1,6,9,79,,,,,,296.2,72,6977
2016-09-28,2814.7,9101,283,50,0,52,0,56,,,,,,229.6,62,6053
2016-09-29,3317.8,11983,416,94,0,15,0,61,,,,,,343.6,71,7238
2016-09-30,3169.9,13349,71,7,0,34,0,62,,,,,,296.9,71,7054
2016-10-01,3319.9,18987,217,32,0,25,0,79,,,,,,616.8,150,13812
2016-10-02,2943.8,11474,459,95,0,23,0,60,,,,,,278.1,57,5469
2016-10-03,3461.3,10865,285,50,0,48,0,59,170.9,47,,,,221.4,44,4308
2016-10-04,3006.3,11653,366,75,0,35,0,67,143.3,24,,,,246.2,67,6778
2016-10-05,3113.4,10558,310,58,0,42,0,59,134.7,22,,,,272,53,5506
2016-10-06,3023.3,9452,280,45,2,27,21,62,,,,,,261.2,49,5078
2016-10-07,3103.9,12340,130,16,0,27,0,60,,,,,,329.1,64,6859
2016-10-08,2730.5,11531,328,63,1,22,7,63,,,,,,172.3,44,4406
2016-10-09,3181.7,14610,452,95,1,28,11,63,93.3,31,,,,306.8,80,7650
2016-10-10,2282.9,8691,306,55,0,38,0,57,,,,,,215,49,5158
2016-10-11,3193.5,8312,402,89,1,42,11,69,,,,,,153.1,37,3492
2016-10-12,2262.1,3812,87,9,0,59,0,58,,,,,,14.1,4,321
2016-10-13,2560.7,8528,257,41,1,15,8,62,,,,,,273.2,54,5447
2016-10-14,5778.3,18855,200,26,0,32,0,58,,,,,,348.2,74,7610
2016-10-15,3592.1,14327,163,22,0,29,0,58,163.9,33,,,,337.3,67,6948
2016-10-16,2359.7,8392,115,13,0,14,0,70,,,,,,277.6,59,5791
2016-10-17,2535.1,14603,260,42,0,0,0,73,,,,,,486.9,107,11393
2016-10-18,2727.8,9443,,,,,,65,,,,,,340.1,62,6393
2016-10-19,3134.8,11374,754,38,0,15,0,,,,,,,270.2,54,5537
2016-10-20,3339.7,12814,273,48,0,24,0,63,,,,,,405.3,74,7492
2016-10-21,3813.5,13457,256,42,0,30,0,63,,,,,,430.6,86,9165
2016-10-22,2876,17354,494,95,1,10,12,72,,,,,,486.7,121,11857
2016-10-23,3269.3,12773,397,89,0,33,0,63,,,,,,304.5,80,7765
2016-10-24,3043.3,8677,339,67,1,25,11,68,,,,,,203.8,45,4578
2016-10-25,2393.2,10879,207,30,0,27,0,70,,,,,,346.2,79,8133
2016-10-26,2755,4628,325,62,0,40,0,57,,,,,,88.5,21,2229
2016-10-27,3808,14428,379,83,0,17,0,62,,,,,,451.8,96,9581
2016-10-28,3023.3,12157,476,97,0,43,0,67,141.1,30,,,,422.7,89,8907
2016-10-29,2545.3,9037,413,92,1,40,12,63,,,,,,144.8,48,4418
2016-10-30,2555.7,10081,373,79,0,19,0,60,,,,,,205.8,52,4732
2016-10-31,3153.6,12248,376,80,1,38,12,63,226.3,43,,,,304,70,6945
2016-11-01,2261,10204,345,70,0,26,0,68,58.9,22,,,,218,53,5646
2016-11-02,2863.7,11397,183,25,1,27,11,61,,,,,,332.4,89,8540
2016-11-03,2337,9214,383,83,0,9,0,57,,,,,,310.5,70,7175
2016-11-04,2301.6,9882,304,56,1,39,11,67,,,,,,261.9,62,6510
2016-11-05,2824.7,14387,397,87,1,32,11,67,14.7,4,,,,438.7,94,9932
2016-11-06,2759.8,8808,268,46,0,34,0,68,,,,,,255.5,61,5985
2016-11-07,2536.5,9964,421,96,0,24,0,70,,,,,,330.4,75,7476
2016-11-08,2645.8,9951,89,10,0,45,0,59,,,,,,295.1,71,6981
2016-11-09,2450.3,6919,46,5,0,8,10,79,,,,,,162.3,33,3711
2016-11-10,4629.2,18293,800,38,2,45,13,71,,,,,,449.6,126,11846
2016-11-11,3157.9,17480,592,73,0,33,0,67,125.9,22,,,,474.2,131,12296
2016-11-12,2858.8,13838,433,97,0,29,0,66,,,,,,352.3,84,8051
2016-11-13,3002,13709,347,70,0,33,0,69,,,,,,342.4,79,7525
2016-11-14,2794,11265,441,95,2,17,22,66,,,,,,330.4,67,6700
2016-11-15,2491.9,7897,335,63,1,29,11,60,145.2,22,,,,110.5,30,2764
2016-11-16,2915.1,8844,256,44,0,27,0,60,,,,,,317.1,45,5093
2016-11-17,2953.3,13705,331,66,0,13,0,78,,,,,,380.2,100,10169
2016-11-18,2274.6,10786,317,62,0,18,0,75,56.9,24,,,,237.1,65,6337
2016-11-19,2465.1,9959,374,80,0,28,0,63,,,,,,207.3,55,5018
2016-11-20,2255.1,7740,340,68,0,24,0,62,,,,,,78.5,26,2288
2016-11-21,3203.4,10022,348,71,1,27,6,59,401.3,68,,,,152.9,43,4141
2016-11-22,3210.1,8064,328,64,0,15,0,62,170.7,38,,,,194.8,43,4327
2016-11-23,3186.3,8041,365,77,0,20,0,62,78.3,24,,,,138.7,30,2889
2016-11-24,3327.8,26519,438,95,1,19,14,63,,,,,,1049.7,228,21928
2016-11-25,2849.9,19567,502,98,0,27,0,73,,,,,,499,150,13266
2016-11-26,2520.7,11967,350,72,0,30,0,73,,,,,,360.3,94,8689
2016-11-27,2838.6,18000,469,96,0,33,0,73,69.1,15,,,,540.2,162,14333
2016-11-28,2418.1,12517,305,57,0,27,0,73,70,24,,,,290.3,74,7630
2016-11-29,2653.2,6971,305,57,0,22,0,63,157.5,39,,,,130.5,33,3218
2016-11-30,2654.6,8472,344,69,0,36,0,67,177.4,45,,,,163,35,3696
2016-12-01,2647.8,8925,363,76,0,20,0,66,238.4,46,,,,165.3,41,4090
2016-12-02,3650.2,20222,410,91,1,26,13,59,,,,,,791.9,154,16438
2016-12-03,2543.9,16184,362,76,0,40,0,73,25.3,9,,,,451.3,128,11810
2016-12-04,2957.8,15742,651,38,0,20,0,65,,,,,,501,122,11249
2016-12-05,2909.3,9455,318,60,1,41,11,59,,,35.1,4,625,123,21,2239
2016-12-06,2575.1,8983,350,71,0,16,0,66,186,32,,,,221.9,59,5515
2016-12-07,2158.3,7360,152,20,0,29,0,66,,,,,,196.9,50,5187
2016-12-08,2545.6,6973,363,76,1,11,11,77,,,,,,160.9,47,4551
2016-12-09,2235.1,7517,445,88,3,24,25,67,,,,,,142.8,29,3218
2016-12-10,1041.7,3067,194,27,0,7,0,72,,,,,,92.5,21,2129
2016-12-11,2537.7,12910,351,72,0,7,0,58,,,,,,315.3,87,8241
2016-12-12,2752,9674,136,17,0,26,0,68,,,,,,197.2,56,5179
2016-12-13,2718.4,6597,254,42,0,14,0,68,,,,,,125.2,33,3166
2016-12-14,2776.3,9116,226,34,0,21,0,68,,,,,,269,64,5890
2016-12-15,2679.8,7998,405,87,0,12,0,68,,,,,,237.9,55,5091
2016-12-16,2971,15566,165,22,1,22,13,62,,,,,,457,117,10972
2016-12-17,2198.1,2590,146,17,0,3,0,75,,,,,,92.6,15,1619
2016-12-18,6386.3,22196,577,84,0,3,0,59,,,,,,615.1,134,12798
2016-12-19,2420,11296,327,61,0,31,0,63,,,,,,335.4,70,7092
2016-12-20,2784.1,9069,348,72,0,17,0,61,138,32,,,,188.5,47,4331
2016-12-21,2766.6,12498,258,44,0,21,0,61,,,,,,314,76,7389
2016-12-22,1818.4,7468,399,89,0,23,0,77,,,,,,149.8,42,4106
2016-12-23,2121.6,8292,233,37,0,22,0,66,,,,,,120.8,44,3821
2016-12-24,2201,8406,611,58,1,14,11,85,,,,,,75.5,28,2276
2016-12-25,2311.4,5899,584,81,0,60,0,69,,,,,,125.8,39,3298
2016-12-26,2412,8874,473,97,0,49,0,63,,,,,,101.3,29,2479
2016-12-27,2173.8,10157,429,94,0,23,0,68,,,,,,149.2,47,3997
2016-12-28,2801.4,13364,305,56,1,34,11,63,,,,,,373.2,93,8249
2016-12-29,2170.9,8530,521,96,2,26,23,65,,,,,,147.6,47,4208
2016-12-30,2186,10174,370,76,0,55,0,62,,,,,,269.3,71,6999
2016-12-31,2335.7,12165,249,39,1,31,10,66,,,,,,411,96,9580
2017-01-01,194.6,525,,,,,,58,,,,,,,,
