"name","mz","rt"
"PM0012",81.0449801759911,22.8048
"PM0021",83.0606225711509,1362.445
"PM0022",85.0650658262481,434.695
"PM0024",87.0443273045822,517.275
"PM0025",87.0443476561718,443.24
"PM0026",87.0443033132394,381.206
"PM0031",89.0598920679129,364.437
"PM0032",89.0599913854395,441.078
"PM0034",89.0793145201918,441.194
"PM0054",93.0628432295011,871.699
"PM0069",94.0746130594863,513.112
"PM0071",94.162434812257,872.016
"PM0082",95.507831185283,873.288
"PM0084",96.4258719157128,1362.88
"PM0085",96.8873089244451,1362.86
"PM0086",96.9159310958753,440.89
"PM0087",97.0108134122668,1362.68
"PM0094",97.3520871749257,1362.76
"PM0095",97.3809130304633,446.9555
"PM0096",97.4764673194669,1362.85
"PM0097",97.5245388719217,445.4545
"PM0098",97.6702205477277,451.493
"PM0099",97.688385333551,446.531
"PM0100",97.8459168791959,446.3125
"PM0101",97.84932483724,445.991
"PM0102",97.9454899718768,1362.78
"PM0103",97.9680749924316,446.774
"PM0104",97.983446929757,445.5165
"PM0105",97.998770821371,447.455
"PM0110",98.1589729883104,447.191
"PM0111",98.281250832847,449.888
"PM0112",98.2917232577595,1362.56
"PM0113",98.3209882196601,447.673
"PM0114",98.3713426518747,730.686
"PM0115",98.3954821761892,446.698
"PM0116",98.4179409656332,1362.85
"PM0117",98.4407623173635,448.662
"PM0118",98.4642211467216,448.219
"PM0119",98.4765921077083,447.501
"PM0121",98.613649788145,446.2315
"PM0122",98.6330038772614,449.378
"PM0123",98.7431641000481,446.774
"PM0124",98.7555798066275,444.207
"PM0125",98.7666907114644,1362.815
"PM0126",98.7961566461997,446.811
"PM0127",98.8426372959613,445.39
"PM0128",98.8577333137947,446.715
"PM0129",98.8711989114175,446.202
"PM0130",98.8937631044162,1362.815
"PM0131",98.9146977248442,447.475
"PM0132",98.928334197007,447.173
"PM0133",98.9425232038249,448.7555
"PM0136",98.9843666219416,665.322
"PM0138",99.0443446288268,448.684
"PM0139",99.0675029629424,444.362
"PM0140",99.0835359233639,440.17
"PM0141",99.1104419344962,449.287
"PM0142",99.1303013987511,448.16
"PM0143",99.2172342965248,442.819
"PM0144",99.2335170611089,448.015
"PM0145",99.2450806880415,1362.91
"PM0146",99.2747468707068,445.193
"PM0147",99.3258339283082,730.691
"PM0148",99.3368168614878,447.953
"PM0149",99.3503913541493,447.254
"PM0150",99.403325064507,445.464
"PM0151",99.4166495976219,445.716
"PM0152",99.4286995309332,449.886
"PM0153",99.4406142919445,449.712
"PM0154",99.5099621597983,446.614
"PM0155",99.5399797805584,1362.76
"PM0156",99.5693767676397,445.235
"PM0157",99.5913132931874,449.132
"PM0158",99.6044264238298,449.76
"PM0159",99.6131857341408,448.194
"PM0160",99.6996187820271,447.721
"PM0161",99.7147879104283,445.371
"PM0162",99.756805381693,446.3615
"PM0163",99.8082842145199,730.26
"PM0164",99.809155194866,449.742
"PM0165",99.8330259784786,446.698
"PM0166",99.911106739966,445.845
"PM0168",99.9665764073154,447.213
"PM0169",99.9938939151874,447.883
"PM0170",100.021062764638,447.655
"PM0171",100.02402293385,1362.77
"PM0172",100.048392901132,449.742
"PM0174",100.07573489147,447.254
"PM0181",100.111856952348,455.729
"PM0182",100.130239020042,445.213
"PM0183",100.157587892994,447.883
"PM0184",100.168093837175,449.0545
"PM0185",100.184854609693,445.068
"PM0186",100.261060571868,451.754
"PM0187",100.29426987217,730.26
"PM0188",100.319178253901,446.783
"PM0189",100.332709476737,449.8875
"PM0190",100.347579132161,445.2125
"PM0191",100.395927705468,443.962
"PM0192",100.418605190913,730.26
"PM0193",100.438106610309,448.758
"PM0195",100.481183870265,447.447
"PM0196",100.511569675952,1362.88
"PM0197",100.538584299311,731.997
"PM0198",100.542128765227,446.647
"PM0199",100.563673981507,449.5215
"PM0200",100.584521553087,445.959
"PM0201",100.6460530828,448.0345
"PM0202",100.728625923834,447.765
"PM0203",100.744912539739,445.597
"PM0204",100.756254454093,450.5885
"PM0205",100.808896603851,446.2995
"PM0206",100.822424848267,447.474
"PM0207",100.836483937637,447.447
"PM0208",100.886298883263,447.673
"PM0209",100.909087713916,730.26
"PM0210",100.928164226396,447.765
"PM0211",101.002700868713,1362.865
"PM0212",101.029911755101,730.686
"PM0213",101.034464673128,451.237
"PM0214",101.055124396848,448.478
