,chaoexpo22_I12,chaoexpo51_I6,chaoexpo56_I5,chaoexpo44_I15,chaoexpo28_I15,chaoexpo74_I6,chaoexpo56_I12,chaoexpo70_I6,chaoexpo62_I6,chaoexpo75_I12
Diatrypaceae,23.003942258515,4.4021189820771,30.8005713196947,4.44035541189511,0,0.259479061160774,1.8510141056843,2.05664555129011,4.40101789554138,0
Psychodidae,0,0,0,0,0,0,0,0,52335.4715686254,0
Pediculidae,0,0,0,134.287307170722,0,0,0,0,0,0
Bromeliaceae,5.17260190109915,9.56716237971517,0,0,0,0,0,0.280464328165771,0,0
Orbiliaceae,0.506156202627157,13.5703388582385,16.6357861035735,14.2717348138609,0,2.25356389219909,0,0.775345796572142,0,0
Rutaceae,3.26389320899247,17.0940926340424,0,0,847.020053834153,0,0,0,0,0
Ruminococcaceae,4.88112402407701,2.67124904295239,0,20.8713196465953,1.49702338518814,20.5409045239169,0,567.877112453358,0,8.71513520486178
Valsaceae,225.073946046657,64.0883914247062,0,52.722912106609,0,23.4846546760127,1.19296343105963,3.4852250421682,0,0
Funariaceae,0,0,2.05606376748193,2.0654589347119,0,0,2.92224704167908,0,0,0
Caligidae,0,0,0,2.85958419798587,0,0,0,0,0,11.5871050040435
Scenedesmaceae,0,0,0,0,0,0,0,0,0,0
Cystofilobasidiaceae,170.941045381914,48.9852026717781,26.0135809533903,96.8366644839646,0.579047069646781,4.32198130298461,63.672370290094,490.749606506341,0,0
Neisseriaceae,0.399939049509346,0.198303684800595,0,9.94111972914045,0,0.638529751872579,2.60484292206936,12.745353789025,0,0
Microchaetaceae,32.3805251603689,0.108829384474644,30.8547436944695,12.8318472457696,0,0,33.8523960576046,0,0,3983.55565100912
Psyllidae,0,0,0,0,0,0,0,3.88172601299751,0,0
Deinococcaceae,0,0,0,0,0,0.363126579531404,0,0,0,0
Ceratobasidiaceae,2.83677947835858,375.877993541715,983.705825905907,1037.61066535226,5.4174412981071,16.2003932235436,336.812677459771,0,4959.47824977284,0
Vitaceae,2.98799516867584,2.68949271140249,0,0,0,0,0,0,0,0.846376366991584
Malvaceae,13.8971212156286,10.5843187056023,1.67080970873092,0,0,0,0,0,0,0.639512498681774
Tilletiaceae,37.7202694881523,0,0.186793664564143,10.2288005013639,0,0,0,0,0,0
Trichosporonaceae,1525.48280922816,129.365510119223,2.21399108827514,351.421179265554,1.13723892069593,6.2433299083197,13.5177528960944,43.6220930356831,0,0
Circoviridae,0,0,0,0,0,0,0,0,0,0
Carnobacteriaceae,0.0821126066595015,0.538595205119496,0,55.5628250730085,0,42.5178027015209,0,242.44031336733,23.9280524762816,0
Saccharomycetaceae,0.0890857612729981,0,0,0,0,0,0,0,0,0
Cucurbitaceae,0,0,0,0,33.2628568525246,0,9.71750870463722,0,0,0
Bacteroidaceae,3.30524083431238,0,0.166526446837046,51.9625574441715,0,0.33727151223795,0,0.274141558561195,18.0144957584945,0
Amborellaceae,0,30.4155051505433,0,0,0,0,0,0,0,12.8570949548852
Trueperaceae,0,0,0,0,0,0,0,0,0,0
Rutstroemiaceae,5.35948563714876,0,0.178687020698402,59.5963926519496,8.63207067866661,148.321880237337,0,0,11.7193815638274,0
Brassicaceae,0.131384906099646,156.715576270781,28.6696044213195,25.0885188663739,9.17539428825424,81.6746459250133,0.368863305993107,2.44652398122102,0,0
Psathyrellaceae,0,31.8725084850005,216.287277819739,325.238270607436,0,81.3625470399269,102.09882997452,0,0,1.62683244579529
Euphorbiaceae,2.38391165267344,2162.16657011329,0,0,0,0,0,0,0,0
Arecaceae,18.6771222574895,10.0494305817099,0,0,0,0,0,0,0,18.863572488916
Acetobacteraceae,0.32656578355018,5.95576302843987,0,0.754443250684557,0,0,0,0.73694100006338,0,0
Ophiocordycipitaceae,80.0628829419062,7.40185080593084,68.8583077061339,27.8557218237452,0.270169412159844,18.7836166802042,31.8223104186729,0,0,0
Pyroglyphidae,0,0.634478663555768,0,0,0,16.5085271595696,0,0,0,0
Ephydridae,0,0,0,0,47.0489568596695,0,0,4865.35360427481,0,0
Paxillaceae,21.1042828140641,87.2614019369837,122.841458170668,140.163330877199,3.32620585040843,51.9468953076262,0,0,13.9366660812372,0
Leucosporidiaceae,41.3199050584026,14.9833682241768,38.9817174327227,38.6266847115231,0,11.6480172476632,19.3351818439802,0,0,0
Ganodermataceae,0,96.0819291452423,205.815394230461,123.624052324796,2379.06941528407,1.87012695033012,119.654849348101,0,6.38059147218299,0
Amanitaceae,15.5943865830435,144.187511168747,31.5309253247205,153.195220006132,20.4415360438407,23.7420246873339,32.8724892617879,0,0,4290.83474465387
Teratosphaeriaceae,1232.45795036236,13.4022681010081,18.1296774110125,1.04728830947637,2.7414797623878,0,0,0,0,0
Oxalobacteraceae,36.3153015439269,2.73570776418119,0,8.18812894991849,2.0333015176781,2.46987283158496,36.7744107931084,0,0,15.5478156650298
Asteraceae,0,76.9191136761125,0.649255347150419,0,0,125.271253821007,0,8168.34604068191,21.2165949168394,0
Ophiostomataceae,45.667503877733,16.5265202884445,0,4.6580897245314,5.90630745202426,31.795709559151,51.484744651053,0,0,0
Lichtheimiaceae,7.85117113759612,0.777808263188089,3.14667476098913,7.3072757285065,0,30.0722052495794,1496.61546463194,0,0,0
Scytonemataceae,0,0,0,0.409782509547059,0,0,0,0,0,18.3538934915338
Gloeophyllaceae,12.7932359837547,224.226548823776,114.002477399184,213.180244642582,11.2691063459497,92.6109503609424,133.739044515112,0,526.435503758031,0
Brachybasidiaceae,145.819923980341,48.7004735309513,0,46.0560881220733,24.6672449341897,0.375593012461233,0.814046095541264,0,8.59441195470921,0
Punctulariaceae,16.130045207121,93.4732736915362,50.9247055104939,95.2686398206089,649.190128694901,56.4249366030202,24.7926159682841,0,20.8922236807364,0
Physaraceae,12.0743178336498,43.9091593944266,0,0,0,0,0,0,0,0
Phasianidae,0,1934.05556909573,0,0,1.37359109855282,0,0,0,0,0
Xanthomonadaceae,0.208062361501583,0,0,0.135165340631687,0,0.193456913439079,3834.15735598113,0,0,0
Cladoniaceae,7.35825255799675,0,19.632314071424,22.1524754557512,0,0,6.78230307881519,0,0,0
Actinidiaceae,148.052813625684,3.83419729320278,0,0,0,0,0,2.46439344433895,0,524.065085025976
Cunninghamellaceae,0.850324689435115,4.9552651326809,348.333196522898,158.298805783359,0,136.303349149123,45.782601744253,0,0,0
Thripidae,0,0,0,0,0,0,0,0,0,0
Venturiaceae,16.4656229266165,6.9581438776799,33.2720921899762,240.577561022798,0,4.1631476653347,432.089299553166,0,30.8521228111172,0
Amphisiellidae,34.3349108177075,0,0,0,0,0,0,0,0,0
Halictidae,0,0,0,3.29188680117512,24.3757426370855,0,0,0,0,0
Massarinaceae,34.6378450793846,15.2403398756322,0,55.402168730754,2.29345466313692,194.464689039159,0,0,0,0
Spirochaetaceae,0,0,0,11.2392964546627,0,0,10.9111583330881,0,0,0
Ceraceosoraceae,309.820628094191,141.154576019661,966.640818931763,5.32595133733027,0,0,92.2080087094574,0,0,0
Onchocercidae,0.605636193564916,0.83216734643395,0,0,0,0.194833636351546,0,0,0,0
Bifidobacteriaceae,2.00086840428482,0.38576046114611,0,0.723787288206466,0,0,0.888574769086596,0,0,3.74036711369395
Tuberaceae,0,14.2574025525006,0,11.408642423851,0,0,0,0,0,0
Chaoboridae,0,0,0,0,0,0,0,0,0,0
Botryosphaeriaceae,789.597931500935,14.2246680214194,8.48871770769269,57.5159502506188,0.159444566317748,18.6081564995819,100.907805188742,17.0875452948459,0,0
Ajellomycetaceae,51.7239711321241,94.8334114008598,21.4897269670375,0,0,0.304950808232373,0,2.62279897343682,0.280399301887747,1.83852629716588
Urostylidae,0.340272591294326,0,0,0,0,0,0,0,0,0
Parameciidae,0.255912219916403,1.55365443607461,0,0,3.76855739961088,0.229231048046688,3.49253208961047,13.0058572270534,0,0
Cystobasidiaceae,53.3354584013131,9.96340867293718,7.38078269850724,1.43025711174292,0,0,6.03670460230682,3.13610519484417,0,0
Erythrobasidiaceae,661.17397126942,30.5872600527567,0,0,0,0,3.11810440274902,0,0,7.15319149714498
Gloniaceae,192.866940921646,17.3045715821518,7.29691690112384,2.34375001697611,26.0005298182016,73.8846065497022,25.4722165938683,0,0.384399610338856,26.3498855271423
Salicaceae,2.82862566449397,0.713962584256338,0,0,0,0,0,0,0,0
Lamiaceae,0,2.26934821993082,0,1.82194985295044,0,1.69075147658233,0,0,0,0
Hyaloscyphaceae,0,10.7517022382396,21.2012760432037,20.3274581491991,0,42.5090221656104,0,0,0,0
Pseudoalteromonadaceae,0,0,0,2.11893538563595,0,0,0,0,0,0
Geodermatophilaceae,0,0,0,0,0,0,0,0,0,0
