,xinexpo22_I12,xinexpo51_I6,xinexpo56_I5,xinexpo44_I15,xinexpo28_I15,xinexpo74_I6,xinexpo56_I12,xinexpo70_I6,xinexpo62_I6,xinexpo75_I12
Atopobiaceae,13.1650564915882,0.855053779457033,0.480454122353534,5.00311213198156,6.66344302282457,0,24.2407805427307,0,1.16956091670639,28.2550627823771
Fimbriimonadaceae,102.81926400585,42.1791027659024,0,0.372846948686196,0.69176788245325,78.3690249553351,140.930203440853,0,0,0
Parameciidae,81.9968668633636,19.6742919707687,0.83568797064573,31.4512034881174,0,0.607496593528776,221.193040265596,0,0,0.351192271176244
Aurantimonadaceae,275.864611296198,0,246.97451051831,36.3612126913749,0,5.90252122614522,39.5396228662546,0.544225472601576,0,0
Herpotrichiellaceae,145.764741713719,5.34950544378294,246.378775376637,4.50795707238702,2.50020087202371,1190.30477298524,205.434704466598,0,0,0.622354418460633
Alteromonadaceae,1.7252715391593,0,0,0,68.5742092043268,0,0,18.5395683453695,95.6101373038665,0
Erysiphaceae,192.326985632743,26.5346260329876,1.23754486742412,17.3612020440544,0,0,288.454136614068,2.32990119341097,0,0
Debaryomycetaceae,5.97959172577425,13.5053267606641,67.2150350333091,40.8105186905094,39.9584275831868,199.596472208836,14.3781046166884,0,1.51265078661924,982.431619386058
Chromatiaceae,0,1.03582137511425,0,164.77662700596,0,0,0,0,0,52.0944180239994
Sphaerobacteraceae,110.076216522113,36.1323348845708,484.02607875078,2.68866556863931,0.325126290814224,0,232.633532267458,1321.4035845378,1.65670555528966,0
Peptococcaceae,149.100922907061,8.47953700503841,15.778529115777,258.262223459674,0,20.5644838104766,12.8633078364194,0,25.9092265156354,0
Sutterellaceae,0,0,0,0,0,26.220943723838,4.58591479418834,0,4.93523168815609,0
Siphoviridae,0,0,0.178153148803614,0,6.89819016959739,64.6694220242036,0.110004419891478,0,0,1.3635864524491
Pyroglyphidae,0.886202335799513,0,0.489319355825922,6.18555216212464,0,0,59.4545451161004,0,0,0
Chordariaceae,287.476792453809,19.8548606985604,548.971331009565,5.66004099462825,327.24317058453,3.60550390882704,5.61638483920615,0,0,0
Mycosphaerellaceae,416.990641793624,79.931260337138,0,66.9879824563763,53.7635109358332,117.221944775026,16.8235185493826,0,0,0
Alphaflexiviridae,0.455343334079382,0,0.705366461670722,0,0,0.137870659503302,1.00870836759945,0,0,0
Retroviridae,3.22657842658145,0,0.942104871639906,19.7046345525958,3.37921691669136,1.00520352007002,4.54132492604278,36.4126466792584,5.34585381179354,122.828603437945
Coxiellaceae,20.7697890279912,47.2050929347881,372.742040086823,0,0,0,48.9233092826604,0,0,0
Verrucomicrobia subdivision 3,1352.78019504882,0,0.238885726991127,2.68273316368288,0,8.70251854343253,30.7581433699072,0,0,0
Microchaetaceae,82.3322805694149,17.2990633322165,6.67475915905639,38.2202045265169,27.4142033310328,189.443917503871,180.339811539726,0,31.5732306656507,786.85476362927
Diaporthaceae,324.272978666806,29.6394533290393,0,20.4637870634758,3.87860765776795,175.804449993882,12.6355579175735,2.99374435187162,0,0
Myxobolidae,237.12894505991,6.35889028462189,55.7939159060838,0,11.5317713922084,909.817307793369,0,8.39421572962422,0,0
Caldilineaceae,583.74074662694,0,0,269.394291548082,0,165.999558492223,0,0,0,0
Filobasidiaceae,92.759021809189,0.328398213025495,0,0,48.3693037572745,3.09701268155669,0,0,3.67318772686001,0
Virgaviridae,3.06681459183437,0,0,0,0,0,0,0,0,0
Sordariaceae,2.59051334061382,0,14.2416410218151,2.80641193929367,0,0,0,0.831541017652855,0,0
Methanosarcinaceae,0,0,0,0,0,0,0,0,0,0
Hypocreaceae,336.86095503658,10.7669314009345,0,92.2775978360817,822.868967461492,38.7265160367665,0.181157264461256,424.396755380347,0.724632657534438,0
Xylariaceae,9.44042269376369,0,214.719875962447,119.863166518778,169.746344894609,0,1930.81241253595,0,0,12.9783126329258
Amanitaceae,57.5887607867124,275.572719056889,1183.54931117101,389.263151086386,139.663485556885,0,270.947371925936,0,0,782.048146873732
Agaricaceae,32.7813344857298,317.624103755331,923.619875551045,182.815068024227,129.17149606106,84.3716189072292,62.9684763720526,0,0.449300106557846,0
Formicidae,0,1.90063017239836,69.4828149628545,12.7368765903483,0,0,13.5656409189094,196.118651469635,131.523355831294,0
Methylophilaceae,46.849510020164,36.3114807920876,7.06613917914204,33.8162991344814,16.8981271645636,36.2864269471557,40.2862740021764,0,0,0
Fomitopsidaceae,0,51.18794379779,0,0,0,0,0.0954485490660885,0,0,0
Aphididae,0.134634094717562,0,0,0,0,31.1217828654289,17.9152632082098,0,75.2323386964277,27.7835297134519
Clostridiales Family XIII. Incertae Sedis,0,3.49421909680783,0,0,0.835622963349642,0,0,0,0,0
Verrucariaceae,65.7570470194391,4.52597470178081,0,11.337660149686,0,0,0,0,0,0
Cryomorphaceae,125.240883359851,6.63645437374043,76.9119828569502,21.7769838832698,31.2598374373812,0,2.43112681948464,264.289276596675,0,0
Thripidae,58.7874749409671,0,47.3783179269075,15.9206856954059,12.3709793070765,5.83197436749553,334.487229619279,0,0,0
Verrucomicrobiaceae,446.442883632817,8.06614354064356,2.57128855395194,9.23406384408531,29.2356162909697,239.235607985569,1157.36278558961,7.81462987751382,0,0
Rutaceae,0.97083792864787,0.651707686116248,12.9882410159947,1.1847164164995,0,0,0,0,0,0
Methylococcaceae,10.463475427163,8.06960353649212,0,68.9524033222963,0,0,71.2957987908551,0,0,0
Haemonchidae,0,0,0,0,0,1.46059604574213,0,0,0,3.41709614758216
Myxococcaceae,9.42427673371075,0,0,0,0,0,0,0,0,0
Ectobiidae,22.0342503890868,0,0,23.1980965493695,27.5438774780202,0.238563843809028,0,4.58016474801904,0,7.45479196495508
Gemmatimonadaceae,93.8525363751814,57.0000465607283,664.412052907567,212.024844989505,66.8983577958321,6.82248884071885,152.368826487944,0,0,0
Cordycipitaceae,10.1932984560195,37.3377477863103,0,28.6196914240228,1.31894607172423,0,117.098196316711,0.560911299861891,0,165.878766947649
Trichosporonaceae,325.140306405746,212.828067032186,84.5324676233573,510.945625583631,0,12.0379402410754,49.9715311606911,24.6648503959704,0,0
Tephritidae,2.55001462454292,19.6523390324937,193.970483690784,8.37861071166015,2.11954897302848,140.449924285774,33.615126297007,60.3720216435344,0,0
Helicobacteraceae,29.5414604423896,0,1.56174306277426,170.969489425468,0.308042860343121,87.4635830848995,137.953875872275,0,0,0
Cystobacteraceae,46.2592750767405,5.21693251963798,655.300090218414,0,0,0,0.595801405615109,0,0,0
Psathyrellaceae,21.7599023372471,43.5176920276537,215.215110234571,42.5784823619265,19.0511640801451,0.911399251298722,10.2156448133702,0,0,17.8863670591706
Erythrobacteraceae,9.96568944562051,0,2.80614071230271,2.00114997483839,0,0,0,0,9.81168475192468,0
Cellvibrionaceae,109.651989814352,6.26027128307737,0,29.2376078318525,92.7554447846963,0,0.806726259340572,0,200.242046354163,0
Tilletiaceae,58.5809587443838,34.2904695157509,0,565.608604954791,0,3.41178210928268,0,0,0,0
Phaffomycetaceae,0,8.51369829517391,0,11.6562079066567,1.10248883737657,0,0,0,129.345087193991,1048.1189471552
Spizellomycetaceae,1914.68276355095,0,4.42175929866783,0,0,0,0,0,0,0
Rikenellaceae,4.95758265773688,13.3040103396002,0,14.6946724513732,0,0,0,0,0,0
Microascaceae,17.1971100188247,0,0,29.1223757726216,0,115.80235539797,0,0,0,0
Entomobryidae,25.5099274262113,102.31650744033,0,34.4492804637711,7.38510415793888,235.828420455527,21.7041919505221,0,0,0
Termopsidae,0,0,0,0,0,0,68.4174452278671,0,15.2195191931192,0
Thermomonosporaceae,0,0,0,0,0,0,0,0,0,0
Methylocystaceae,156.305925086367,0,0,26.3629763844676,19.1521324238852,239.558029526367,221.513842516129,0,0,0
Acidaminococcaceae,5.95602543299359,0,0,0.361441879278846,37.7705357820405,0,0,39.3330386191172,0,0
Orbiliaceae,8.56463629530845,0,487.686867034911,5.5083066162786,0,889.182743183539,0,0,0,0
Rickettsiaceae,67.3780312156076,16.1416464984675,0,6.16730177838307,3.80616464983974,1.61621795309609,32.4447552973829,0,0,0
Aquificaceae,0,0,0,0,0,0,0,0,0,0
Cryphonectriaceae,236.263724261191,234.491833211281,0,249.17508193835,81.937649310849,583.502337784468,0,0,5.03966317636338,10.4588395326376
Streptosporangiaceae,0,0,0,8.24808018699097,0,0,24.5605109266967,0,0,0
Funariaceae,39.2714686918604,0,3.6767604995655,2.45021746348351,0,0,0,0,0,0
Geobacteraceae,201.310367078194,0,0,266.714517604517,0,43.7563574442279,0,0,0,0
Oxytrichidae,37.7107909003775,0,0,19.9560957008378,0,0,0,0,0,0
Lichtheimiaceae,7.14444391107061,0,3.66708568254001,0,0,2.08630241773188,1526.42325780088,0,0,0
Cucurbitaceae,0,0,114.444214575486,0,18.5350258312248,77.4052889757985,0,0,2.08897747393154,58.169648767322
Kofleriaceae,248.155193475404,1.68997359058234,5.2589268414662,120.29717161878,27.7439454229013,37.4666833150061,0,0,0,0
Myxotrichaceae,0,51.1663940854633,0.344085437916208,3.00104712567548,69.2927961912343,7.68400188969309,220.329311906971,0,52.4759087613664,0
Orbaceae,0.985554192285949,0,0,0,0,0,82.805569008862,0,0,0
Sanguibacteraceae,93.286000954536,0,0,0,0,0,0,0,0,0
Rhodanobacteraceae,15.2963183487535,0,0,0,0,0,0,0,0,2058.96876897454
Mussidae,27.1591524885795,0,0,0,0,0,0,0,0,0
Bacteriovoracaceae,36.9821302240104,5.89670025824236,0,0,6.76184810709392,0,64.2779508776349,0,0,0
Ephemeridae,0.709773957036711,4.23153577956807,0,6.3995879962386,0,4.18484666167353,6.37104509091916,28.5137606849615,0,953.218696722517
Mixiaceae,279.021530889985,363.054639431446,0.339111007350152,157.819366406285,1244.61401074266,68.1085893443485,0,7.59852562271637,0,0
Anatidae,0,0,0,0,0,0,0,0,0,3.67213409274807
Crepidotaceae,2.20170518703874,174.463858426653,0,0.927103284043349,0,0,0.592593014789556,0,0,0
Psychromonadaceae,0,0.970551030230883,0,0,0,0,0,0,0,0
Nelumbonaceae,0.197788850497426,0,0,0,0,0,0,0,0.330913380713993,0
Salinisphaeraceae,0,0,0,0,0,0,0,0,0,0
Hydrogenophilaceae,0,0,3.08398718930015,0,0,0,0,0,0,0
Oceanospirillaceae,0,16.0745453491728,0,12.9830850184878,0,0,92.0765827596876,21.2314599806137,2.49180207552782,0
Phoridae,0,5.5992097513344,63.443958244622,15.6023808378634,2.16926685450668,0,0,0,0,2.0518990294207
Helotiaceae,2.7135522198004,41.5859515397909,12.57093669482,30.5179329545036,0.388854223375639,146.10194695718,0,0,0,0
Panagrolaimidae,4.30353923049886,0,49.0394760415832,0,0,0,150.92451739984,0,0,0
Venturiaceae,5.17333921141753,0,0,18.3524269437113,0,72.2476850107061,47.4226619927983,0,0,0
Apiaceae,1636.45942512506,0.431695530271808,0,1.7850553940812,111.823696549444,23.6132954604744,0,0,0,0
Physalacriaceae,0,1.14968823473677,0,0,0,0,0,0,0,0
Taphrinaceae,553.933405034464,4.02087008805841,4.12080518129834,12.6175357543721,52.3664794255527,34.3809971887967,0.755064990109526,0,0,0
Opitutaceae,92.9961479362235,50.8040332468264,0,0.138047423406704,259.474859257224,752.016676200124,5.2997267584869,0,0,0
Thiotrichaceae,0,0,0,0,0,1.27620491948149,0,0,0,0
Nitrosomonadaceae,418.155212792271,0,0,0,0,0,0,0,11.5486964013575,0
Methanobacteriaceae,0,0,0,0,0,0,0,276.689357229104,0,0
Chlamydomonadaceae,74.768436100469,74.5854148144443,0,0,0,27.4382343994443,0,0,0,0
Blattabacteriaceae,1.33165093370122,0,0,0,0,0,0,0,0,0
Umbilicariaceae,57.9826585032734,0,16.9892008663642,11.2160463044427,0,0,0,0,0,0
Phaeosphaeriaceae,3.1121309941959,1.13424242382941,0,64.628821382695,1.74316366043463,4.43748617869389,0,0,0,0
Salicaceae,0,0,21.2059397438385,0,0,0,153.254715668829,11.228524377541,0,0
Thermoactinomycetaceae,0,0,0,0,15.9244618016314,0,0,0,0,0.622357906939157
Heteroderidae,455.77484600184,17.3716608192338,0,0,0,0.740167104281736,0,890.816131288674,0,0
Tulasnellaceae,0,382.128664732676,73.2895020076944,44.0762600887706,65.7329970972547,158.409053113329,29.9439407574883,0,0,0
Dactylopiidae,0,0,75.3220230322456,0,0,0,5.96280830647717,122.900629848633,0,3.07206095305552
Clavicipitaceae,8.50916816297927,23.8431970815236,0,26.6454610036531,0,301.752161938996,0.122147933463637,0,0,0
Punctulariaceae,6.12543221849417,39.7497794854844,0,313.994451818671,32.3647134063491,0,0,0,0,0
Cyclobacteriaceae,0.106901291581679,3.05804981225831,0,32.5793269162807,0,0,0,0,3754.19156210519,0
Phycisphaeraceae,107.150406377218,0,0,4.22934478806073,0.778048538085908,0,0,0,0,2.76835449647351
Thermoascaceae,5.50667272220617,0,0,0,0,0,0,0,0,0
Cortinariaceae,20.9645882634927,167.066487570075,88.3865824231462,14.7822932232872,12.7794805450065,7.89363997302549,0,79.5660173598076,0,0
Gloeophyllaceae,18.2118324919474,157.314647012994,0,16.581051157122,0,973.866223242383,0,0,0,0
Moritellaceae,0,0,0,0,0,0,0,0,0,0
Rhodothermaceae,45.5717627949745,0,0,0,0,0,0,6.88676569118953,0,0
Thermoanaerobacterales Family III. Incertae Sedis,0,0,0,0,0,0,0,0,0,0
Prorocentraceae,59.9217237453323,3.8897195775056,25.6463749797569,52.2447149908997,0,0,112.148767783555,151.70236133189,0,0
Ceratobasidiaceae,0,78.7984431126776,94.6774876245208,53.0120840284525,0,0,0.0804987798592914,0,204.314741365687,0
Diatrypaceae,0,0,0,0,0,191.510167742207,150.702110153315,60.0876820981277,0,0
Actinidiaceae,0,4.47574698252483,161.459767889269,2.98940650429085,0,0,1.22163923820895,0,0,839.042988013371
Vitaceae,20.8847675574384,0,0,0,0,0,65.4291026906742,0,0,0
Trypanosomatidae,0,0,0,11.6689865614924,0,0,0,0,0,0
Cecidomyiidae,17.1938578110456,0,121.178224456541,0,0,0,21.8772046524025,104.969718939391,0,0
Malvaceae,1.18203522212848,0,97.8806473346931,0,0,0,0,0,0,0
Caryophyllaceae,0,244.326660535625,13.8221832032837,0,592.295728169326,0,23.603998940601,0,0,0
Brachyspiraceae,0,0,0,0,0,0,0,0,0,0
Lyophyllaceae,11.1189487591505,86.6492609061653,45.1547337596597,29.9821705868615,247.120784604585,20.9204088279593,0,0,0,0
Anaeromyxobacteraceae,1.30534528790186,54.3553848853207,0,28.9884303489634,0,7.46089645705666,0,0,0,0
Anaerolineaceae,216.915412365032,0,0,4.62022349959396,0,0,0,0,0,0
Gyrodactylidae,0,0,0,38.2496454204057,0,0,0,0,0,0
Akkermansiaceae,0,0,0,416.882953802295,4.82152316704764,0,5.0136402437187,0,346.200323885902,0
Jonesiaceae,0,0,0,0,0,0,0,0,0,0
Cucurbitariaceae,118.209738501609,46.3333704900578,0,0.671542052779186,1436.68445470923,1.77459796070918,0,0,0,0
Succinivibrionaceae,0,0,0,13.4832584555706,0,0,0,0,0,0
Nitrospiraceae,61.5428281636046,0,0,1.34787135779448,0,0,0,0,0,0
Sandaracinaceae,12.7696096898471,12.6423417321797,153.20928822224,148.353707803374,1.71241561777787,0,0,0,0,0
Chaetomiaceae,5.53753542767102,0,0,2.63458476963667,0,750.777194295616,0.220939265512997,310.078854431059,0,0
Psychodidae,0,0,0,13.6495992242378,0,0,0.285151403268084,0,43.3437994394809,1154.0808846853
Lamiaceae,78.5189789660992,8.11210080632939,0.445924443999708,3.56601953577235,237.779301063414,36.3298904156592,0,0,0,0
Nannocystaceae,46.1368709280743,4.38872293324649,0,136.549636255955,0,0,0,0,0,0
Ophiostomataceae,48.8577232845404,14.6442405459203,29.7740348644376,15.0013553071584,17.2061693073424,22.8891896895938,0,0,0,0
Dugesiidae,6.15798214802135,0,0,0,0,0,0,0,0,0
Albuginaceae,0,0,0,0,15.1383891855679,0,0,0,0,0
Tremellaceae,17.7616951278298,6.54597358207555,0,10.822217385969,0,0,0,0,0,0
Chthonomonadaceae,18.4945174056674,60.8763412355901,1.00900726462911,18.1210540687788,0,0,0,0,0,0
Spiroplasmataceae,0,0,0,0,0,0,0,0,0,0
Strongyloididae,0,0,0.291553828128991,0,0,0,0,0,0,0
Asterinidae,0,0,0,0,0,0,0,0,0,0
Trichuridae,0,0,0,0,0,0,0,0,0,0
Paxillaceae,13.7796446728035,120.594244640049,227.733112213984,0,0,8.65676552822531,0,0,0,0
Alligatoridae,6.71006767387714,0,0,0,0,0,0,0,0,0
Acholeplasmataceae,0,4.28806333999319,0,0,0,0,1.06584521948531,0,0.254514101685438,0
Oscillospiraceae,0,1.47605305433819,0,1.81176018392623,0,0,0,0,0,0
Metschnikowiaceae,10.8827501509203,0.686076750469554,0,0,0,0,0,0,1696.39349555705,0
Diopsidae,21.3487010362273,2.66376864778652,0,11.3698380831635,0,0,0,0,0,0
Dacrymycetaceae,0,66.9438363743856,0,81.1336571795829,1.38729276102163,0,11.0561536860921,0,0,0
Ancylostomatidae,0,0,0,0,0,0,0,0,0,0
Microthrixaceae,11.5836664615795,16.965787833953,379.48101875553,1.16144585263418,0,0,0.414912631774299,0,0,0
Didymosphaeriaceae,0,0,0,36.3322359190804,0,0,0,0,2.75542056766689,0.0773897414011324
Promicromonosporaceae,0,0,0,0,0,0,0,0,0,0
Alicyclobacillaceae,0,0,0,0,0,0,0,0,0,0
Coriobacteriaceae,1.59831538294242,0,0,0,0,0,0,0,0,0
Thalassiosiraceae,21.5065090384664,0,0,2.1909979089841,0,1131.65033665486,9.05194767196235,0,0.578806981636793,0
Coccomyxaceae,70.3947151823531,0,0,0.99920989035044,0,70.7912180204855,96.3539829544061,0,0,0
Pneumocystidaceae,0,0.212286932299079,0,0,0,0,5.51572356450177,18.8409295559764,42.3264523133946,0
Botryosphaeriaceae,3.39390532932128,0,1.7816844647581,0,0,0,4.64465244396993,0,0,0
Parachlamydiaceae,114.687433803947,13.4878380196222,0.340322433585264,0,0,2.76985137418642,0,0,0,0
Halobacteriaceae,0,0,0,0,0,0,0,0,0,0
Monodopsidaceae,1.15651955521335,0,0,0,0,0,0,0,0,0
Flammeovirgaceae,53.0692128915858,0,0,0,0,0,0,0,0,0
Oikopleuridae,0.798833314448563,14.3382133003702,0,0,0,0,0,0,0,0
Gigartinaceae,0,0,0,0,0,0,0,0,0,0
Beutenbergiaceae,0,0,0,6.64510925516417,0,0,0,0,0,0
Cronartiaceae,0,0,0,0,0,0,0,0,0,0
Desulfovibrionaceae,7.7099443513041,0,0,0,0,0,0,0,0,0
Syncephalastraceae,17.6980260589471,0,0,0,0,0,0,0,0,0
Drosophilidae,0,0,0,0,36.3695853794584,155.707295623526,1.62533576509259,0,0,0
Orchidaceae,62.9283896287768,0,0,0,0,0,0,15.1519482943549,0,0
Dicistroviridae,0,0,0,0,0,0,0,0,0,0
Arecaceae,22.5567780223014,0,0,0,0,0,0,0,0,0
Tymoviridae,0,0,0,0,0,0,0,0,0,0
Gloniaceae,4.850162235314,0,0,0,9.00389413134435,0,0,0,0,0
Ganodermataceae,0.824092534452117,24.4276028187366,0,0,0,0,0,0,0,0
Exidiaceae,0,279.163501455268,0,25.2640512930373,22.4577160813166,0,0,0,0,0
Euphorbiaceae,0.767584577930788,3.94360217498473,0,0,0,0,0,0,0,0
Erythrobasidiaceae,15.6944853627689,0,0,0,0,4.54888654624667,0,0,0,0
Saccharomycodaceae,1.85417992109091,0,0,0,0,0,0,0,0,0
Prolixibacteraceae,0,0,0,0,0,0,4.2840756415576,0,0,0
Synergistaceae,0,0,0,0,0,0,0,0,0,0
Bogoriellaceae,0,0,0,0,0,0,0,0,0,0
Anaplasmataceae,31.5985068367852,26.779656274672,0,0,0,0,0,0,0,0
Edwardsiidae,10.0014959579541,0,0,0,0,1.50374860401902,135.426499183642,0,0,0
Leptospiraceae,0,0,0,0,287.363508742163,0,0,0,0,71.4608984882634
Amoebophilaceae,336.311992251551,0,0,9.27125004660144,36.8062689574386,0,0,0,0,0
Iflaviridae,0,0,0,0,0,0,0,0,0,0
Sclerodermataceae,2.74962589525819,0,0,0,0,0.472686436484537,0,0,0,0
Magnaporthaceae,3.78179670634648,0,0,0,0,51.1834299351914,0,0,0,0
Meliaceae,0,0,0,0,0,0,0,0,0,0
Saprospiraceae,58.725621938096,0,0,0,0,69.8888480961228,0,0,0,0
Lentibulariaceae,4.31018312609346,3.52898833698875,0,0,304.386525864224,0,0,0,0,0
Strophariaceae,8.27739229066036,17.4952826560151,0,0,0,0,0,0,0,0
Numididae,0,0,0,0,0,0,0,0,0,0
Hyalellidae,7.04861262341164,0,0,0,0,0,0,0,0,0
Pythiaceae,2.8827025583894,0,0,21.1595248200377,0,0,0,0,0,0
Sporichthyaceae,29.4500531666915,0,0,0,12.6554427976897,0,0,0,0,0
Conexibacteraceae,17.2814864564112,0,0,5.68765611539778,0,0,0,0,0,0
Valsaceae,11.5130964382076,45.7408268683115,0,14.9235374496063,0,0,0,0,0,0
Xanthobacteraceae,28.7605976566627,0,0,0,301.109307662432,0,0,0,0,0
Microdochiaceae,0.18971337045537,0,0,0.43240068595781,0,0,57.8414912082702,0,0,0
Mortierellaceae,15.0058244800909,0,0,1.18311989754238,0,150.972335442837,0,0,0,0
Selaginellaceae,0,0,0,0,0,0,0,0,0,0
Trichomonadidae,0,0,0,0.240049073656231,0,0,0,0,0,0
Saccharomycetaceae,0,0,0,0,2.02455795745193,0,0,0,0,0
Desulfobacteraceae,0.478520093181109,0,0,1.89094377745579,0,0,0,0,0,0
Hysteriaceae,2.58973239824427,0,0,0,0,0,0,0,0,1.78513361096144
Balamuthiidae,18.3439953603182,0,0,5.57447901499378,0,0,0,0,0,0
Cyprinidae,0,0,0,0,0,0,0,0,0,0
Glycomycetaceae,0,0,0,0,4.23362545858695,0,0,0,0,0
Cardiobacteriaceae,0.432422969805568,0,0,0,0,0,0,0,0,0
Clupeidae,0,0,0,0,0,0,0,0,0,0
Meruliaceae,0.165887818245601,3.58979035680914,133.467152998131,9.77963553799552,0,39.0677566592732,105.499507777654,0,0,0
Cryptosporangiaceae,0,0,30.3183002718914,0,0,0,0,0,0,0
Pelagibacteraceae,0,0,0,0,0,0,0,0,0,0
Beijerinckiaceae,10.0719383242799,0,0,0,0,0,53.2788081417261,0,0,0
Pieridae,0.853259265800075,0,0,0,0,0,0,0,0,0
Trichomonascaceae,0,0,0,0.861153978584194,0,391.771680078019,0,0.776854269178452,0,0
Ectothiorhodospiraceae,108.747809137283,2.16558845860322,0,1.0058311302473,0,0,29.6374289442576,0,0,0
Reticulomyxidae,0,5.48350720710752,0,0.783121675862899,0,0,0,0,37.4885565748854,0
Cicadellidae,0,0,0,0,0,0,0,0,0,0
Myoviridae,0,0,0,0,0,0,0,0,0,0
Arthrodermataceae,0,0,0,83.6242631248559,0,0,0,0,0,0
Tenebrionidae,0,0,0,0,81.4760131158116,0,0,0,0,0
Pisolithaceae,0,0,0,0,0.3165830721105,0,0,0,0,0.0977662815802931
Idiomarinaceae,0,0,0,0,1.0783964091326,0,0,0,0,0
Scytonemataceae,7.85095603787239,0,0,0,0,0,0,0,0,0
Bacillales Family X. Incertae Sedis,0,0,0,0,0,0,0,0,0,0
Pichiaceae,0,3.4805906087786,0,0,0,0,0,0,0,0
Puniceicoccaceae,0,0,0,0,0,0,0,0,0,0
Fervidobacteriaceae,0,0,0,0,0,0,0,0,0,0
Planorbidae,0,0,0.751581702108272,0,0,2.17995077232368,0,0,0,0
Rhizopodaceae,0,0,0,0,11.9035351461483,0,0,0,0,0
Clavariaceae,10.3735024182207,2.13874747833141,3.834494010266,0,16.4438429801458,4.92547606090832,14.1279303110277,0,0,0
Acrididae,0,0,0,0,0,0,0,0,0,0
Methanosaetaceae,0,0,0,0,0,0,0,0,0,0
Tetranychidae,0,0,0,2.41780762893601,0,2.35761243203903,0,0,0,0
Desulfobulbaceae,0,0,0,27.6572186745869,0,18.9852952531282,0,0,0,0
Curculionidae,0.533075146900137,7.09681288401381,0,0,0,0,0,0,0,0
Nymphalidae,17.4235434880394,0,0,0,0,0,0,0,0,0
Gregarinidae,0,0,0,0,0,0,0,0,0,0
Plasmodiophoridae,0,0,0,0,0,0,0,0,0,0
Plectosphaerellaceae,7.29470600688222,0,0,0,0,0,0,0,0,0
Meloidogynidae,0,0,0,0,0,3.21866583334189,12.5909698516471,0,0,0
Leptosphaeriaceae,0,0,0,0,0,0,0,0,0,0
Chlorellaceae,0.248699662742831,0,0,47.3406326021467,0,0,0,0,0,0
Brachybasidiaceae,0.871224807511488,1.74710910105289,0,0,0,0,0,0,0,0
Boletinellaceae,0.843491027807015,40.4508992072616,3.26939837550976,13.8205082363378,0,15.2090148969863,153.675639422723,0,0,0
Cladoniaceae,0,0,0,0,0,0,0,0,0,0
Melanommataceae,1.29206659833192,0,0,0,3.53041396230629,0,0,0,0,0
Togniniaceae,4.62489669004848,0,0,0,0,2.5545490873969,0,0,0,0
Tuberaceae,0,0.971358966519432,0.337633867024897,0,0,0,0,0,0,0
Glossinidae,0,0,0,0,0,0,0,0,0,0
Roseiflexaceae,17.9764201776827,0,0,0.455454842291161,0,0,0,0,0,0
Camisiidae,0,0,0,0,0,0,0,0,0,0
Leucosporidiaceae,2.66577339323028,0,0,0,0,0,0,1.27382682979841,0,0
Rubritaleaceae,0,0,0,0,0,0,0,0,0,0
Eggerthellaceae,0,0,0,3.61371439585553,0,0,0,0,0,0
Scarabaeidae,0,0,0,0,0,0,0,0,0,1.76139032257003
Rhabditidae,10.2904305721023,0,0,0,0,0,0,0,0,0
Cystobasidiaceae,0,0,0,1.28488599581463,0,0,0,2.4856982262038,0,0
Halobacteriovoraceae,0.701698516057399,0,0,0,0,0,0,0,0,0
Apidae,0,0,0,0,0,306.20785809508,0,49.3961152517492,0,0
Sporocadaceae,24.0397279983843,0,0,0,0,52.3938363012273,0,0,0,0
Saprolegniaceae,10.1487622668563,0,0,0,0,0,0,0,0,0
Achipteriidae,0,0,0,0,0,0,2.38079598856076,0,0,0
Braconidae,0,0,0,0,0,2.50879731166839,0,0,0,0
Calliphoridae,0,0,0,0,0,0,0,0,0,0
Selenastraceae,0,0,0,0,0,0,103.816775574354,0,0,0
Plutellidae,0,0,0,0,0,0,0,0,0,0
Teratosphaeriaceae,49.4056328077943,0,0,0,0,0,0,0,0,0
Carangidae,4.07541541220229,0,0,0,0,0,0,0,0,0
Ardenticatenaceae,11.7603618211737,0,0,0,0,0,0,0,0,0
Ophiocordycipitaceae,0,0,0,0,0,0,0,0,0,0
Pedaliaceae,0,0.158607310181293,0,0,0,0,0,0,0,0
Halieaceae,0,0,0,0,0,0,0,0,0,0
Vulgatibacteraceae,1.7890724838643,0,0,0,0,0,0,0,0,0
Muridae,0,0,0,0,0,0,0,11.1657370071366,0,0
Steinernematidae,0,0,0,0,0,0.821117856450573,0,0,0,89.7198566588866
Trichinellidae,0,0,0,0,0,0,0,0,0,0
Dipodascaceae,20.1442671457864,0,0,0,0,0,0,0,13.3871819124638,54.3811308668089
Salmonidae,0,0,0,0,0,0,0,0,0,0
Colwelliaceae,0,0,0,0,0,0,0,0,0,0
Desulfohalobiaceae,6.44196600213249,0,0,0,0,0,0,0,0,0
Suillaceae,0,0,0,0,0,0,0,0,0,0
Massarinaceae,26.7138349201407,0,0,0,0,0,0,0,0,0
Hyphomonadaceae,1.6599049596918,0,0,0,0,0,0,0,0,0
Alcanivoracaceae,0,0.79608539049311,0,0,0,0,0,0,0,0
Jaapiaceae,0,103.50726609847,0,0,0,0,1.28704784930619,0,0,0
Elusimicrobiaceae,0,0,0,0,0,0,0,0,0,0
Chitinivibrionaceae,0,0,0,0,0,0,0,0,0,0
Ixodidae,20.1584579634397,0,0,0,0,0,0,10.3023143504409,0,0
