,xinexpo22_I12,xinexpo51_I6,xinexpo56_I5,xinexpo44_I15,xinexpo28_I15,xinexpo74_I6,xinexpo56_I12,xinexpo70_I6,xinexpo62_I6,xinexpo75_I12
Cladosporiaceae,682.960612785144,9.7321248822928,0.25057333127244,82.9232802238243,216.641899073179,218.358805059049,38.4759121685615,0,0.732793690050944,133.269114914828
Nectriaceae,284.072735368478,174.502689207475,150.60871603278,51.0850837989355,0.452235298995647,126.108387513198,18.8193042613846,23.349222473532,294.63413449343,39.4605575406477
Pleurotaceae,7.7180168235149,1586.23943505835,673.676512026061,632.124918729698,1642.96746244566,672.711456665734,114.82873457226,0,0,0
Sporidiobolaceae,104.869021031877,1.21700118440853,605.827591235481,0,333.378860007538,37.0059322168424,6.51775915521654,423.529362559774,3.69068806681907,0
Glomerellaceae,68.0104465913175,0,4.13961662910728,15.2313514705731,3.94916979284227,48.2293366771619,27.1112533346383,0,0,0
Phytoseiidae,0,0,0,13.0056680708666,2.23435532325527,2.33159675333402,1.17664877009629,0,50.6598962186151,0
Chironomidae,8.60135503989273,0,0.127099431730237,9.27695776102989,189.303389624132,1974.1146803592,313.012912898052,0,12.2710825698312,2.32775447017716
Psyllidae,4.4426055924371,8.47628041156809,0,25.8888098662937,32.4421084284017,28.5349440876486,42.1210687225478,318.703882488206,574.082097208242,0
Eubacteriaceae,6.95967857928118,0,0,73.7330476671405,50.643131133938,375.076970976873,0.262723518812992,10.1133016946867,0,0
Sympoventuriaceae,146.051944090504,2.27030800643443,13.6717071522623,0,6.4736303881139,132.629575377254,0,0,30.4671843816705,0
Mycoplasmataceae,5.91032240061707,76.6092561553814,0,0,0,939.781166820422,5.10028071982114,0,2.06071258304107,0
Melampsoraceae,397.2053328757,8.86202384102502,813.955472825434,0,8.8215982907819,98.321730400743,3.79093792309239,0,0,0.161233285331005
Solirubrobacteraceae,1479.48461726112,4.73419503023899,23.9682781930737,815.248076783486,24.0322553473207,16.3912646985473,58.9503202782444,83.4506099714421,0,234.260421177908
Brassicaceae,12.6697413848279,66.5578993436048,156.097663488684,130.098023400722,75.9001937646723,12.5703042260873,557.66418437861,2.347908910657,3.79405668663397,0
Peronosporaceae,153.413315656307,14.8168791023939,2.35981507052549,159.561320352158,3.5487004748432,0.117368855381197,30.6558905887487,0,0,0.701070411972124
Chromobacteriaceae,3.840259258389,2.41122368154898,0,27.8933822472993,16.2483903579427,0,0,811.606152057497,0,0
Corticiaceae,110.542485640466,250.293306038318,519.456609329689,581.780531489,922.156293722753,178.685075324506,348.03176781888,0.396850773568659,0,12.3174086213061
Rubrobacteraceae,46.6177362442123,82.873809584158,0,68.2140135442186,10.3645358688195,0,0.721290680286609,100.175097734919,114.189785220248,0
Sinobacteraceae,346.207494449623,46.3874584013241,58.9332521720188,3.17994001037857,2.19284443032579,31.2986740284551,18.9138227985636,0,81.1987515820904,1160.94176136406
Cleomaceae,150.277365164627,792.184851690352,1281.96642781043,552.647413743015,530.021390854061,56.4981936334593,154.804764885759,0,0,0
Laminariaceae,310.713905369372,15.0214361546301,0,143.235571029335,0.239016278819177,14.2025894192361,46.1476250003769,53.5657152846641,1471.93961057132,0
Rhodocyclaceae,746.239023476681,0,1.46285794771146,34.0084297299805,1329.63530322566,12.5514866592963,0,24.3119456368069,2.99692659790292,0
Pediculidae,0.0976572625864837,0,90.3378203829705,12.0705859342176,17.2290657949943,0,30.727437264951,0,0,0
Williamsiaceae,198.918164101746,0,14.3410646724432,0.761670085301933,2.65908820859702,5.2976249059203,18.3646144878756,0,0,0
Vibrionaceae,345.408143892366,71.5275600472337,32.1542676114817,0,44.4199663277309,0,0,0,4.63802406407985,0
Moraceae,0,0,0,0,0,0,0,0,0,0
Legionellaceae,315.137905533295,0,1032.87165570689,30.5548950825824,554.464708358156,0,96.6151112555282,0,0,0
Felidae,0,2.60704075543794,0.316673180916017,1.00742278893404,0.554234543526101,18.8174315042623,4.3990171276392,555.589325080208,0,0
Solibacteraceae,105.012759441176,11.5422655803495,51.0380085701415,0,7.61267311551481,3.60718635579994,0,62.2138690230702,392.366363211618,7684.04408816569
Mucoraceae,0.477345815025579,4.687425598764,0,41.0571859692458,26.3045439413943,0,0,0,1.44204959192196,0
Bromoviridae,0.314456934750652,0.644388982649428,1.77106918887223,0,0,0,373.075408606993,0,0,0
Hydrogenothermaceae,0,0,0,0,0,0,0,0,0,0
Frankiaceae,476.291385364759,0,360.676547187597,1.24336148857309,0,3097.31987327067,315.194530911375,11.2432248006881,0,0
Bondarzewiaceae,2.75183861738892,34.4348449020361,0,2.86778893968575,8.56532385457113,111.927680570247,18.1687723003402,0,8.12032427507018,0
Pseudeurotiaceae,99.5869535122767,84.3811872757708,0,5.47705391399109,0.713291498645088,536.999708533524,78.4239106301904,0.97560845563039,45.9165007145275,0
Cannabaceae,473.133303576225,56.960797567699,78.0624697279333,0.742960805327184,256.242227138745,221.986656019144,958.667977338711,0,0,0
Klebsormidiaceae,74.7944805337021,3.4706297078085,274.112493785571,0,8.3978831167142,0,0.410374430080884,0,0,0
Rosaceae,33.3123254790093,0.394682153664914,172.130391588842,17.8027309795179,12.9643331015363,31.4279773346291,683.01560793969,999.750900916364,0.0978089177435447,0.495566120896205
Thermaceae,0,0,0,0,0,0,0,0,0,0
