"from","to","Correlation","p_value","fdr"
"exposome_genus_Cordyceps","EGF",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","CD40L",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","pHILIC_144.1018_6.7",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","pHILIC_157.0607_8.3",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","pHILIC_229.1544_10.4",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nHILIC_167.0349_1.3",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nHILIC_239.0164_12.1",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nHILIC_269.0875_7.6",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nHILIC_345.0942_3.3",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nHILIC_459.3476_1.8",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","pRPLC_283.1541_8.3",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","pRPLC_491.371_11.3",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nRPLC_371.189_9.7",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nRPLC_301.2173_10.3",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nRPLC_199.0976_5.6",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nRPLC_153.0193_2.1",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nRPLC_215.1288_6.8",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nRPLC_329.2336_7.9",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nRPLC_225.186_10",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nRPLC_443.3164_11",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nRPLC_197.1547_9.1",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nRPLC_464.3015_8.8",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nRPLC_183.139_8.5",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","pHILIC_130.0863_6.6",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","pHILIC_299.1383_7.5",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","pHILIC_280.1384_8",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nHILIC_87.0087_4.4",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nHILIC_219.0451_7.2",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nRPLC_329.2487_10.7",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nRPLC_313.2385_10.3",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nRPLC_445.3324_11.2",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","nRPLC_227.1289_6.9",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","ATRN",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","KVD33_2",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","LV211",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","PIGR",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","C9",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","SERPIND1",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","HV434",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","GP1BA",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","MGP",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","SERPINF2",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","CLU",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","MTHFD1",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","LCP1",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","DSP",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","GPX3",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","CFHR2",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","BTD",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","ACTBL2",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","C7",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","LV321.1",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Cordyceps","CNDP1",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","EGF",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","CD40L",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","pHILIC_144.1018_6.7",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","pHILIC_157.0607_8.3",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","pHILIC_229.1544_10.4",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nHILIC_167.0349_1.3",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nHILIC_239.0164_12.1",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nHILIC_269.0875_7.6",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nHILIC_345.0942_3.3",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nHILIC_459.3476_1.8",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","pRPLC_283.1541_8.3",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","pRPLC_491.371_11.3",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nRPLC_371.189_9.7",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nRPLC_301.2173_10.3",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nRPLC_199.0976_5.6",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nRPLC_153.0193_2.1",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nRPLC_215.1288_6.8",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nRPLC_329.2336_7.9",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nRPLC_225.186_10",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nRPLC_443.3164_11",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nRPLC_197.1547_9.1",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nRPLC_464.3015_8.8",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nRPLC_183.139_8.5",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","pHILIC_130.0863_6.6",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","pHILIC_299.1383_7.5",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","pHILIC_280.1384_8",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nHILIC_87.0087_4.4",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nHILIC_219.0451_7.2",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nRPLC_329.2487_10.7",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nRPLC_313.2385_10.3",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nRPLC_445.3324_11.2",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","nRPLC_227.1289_6.9",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","ATRN",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","KVD33_2",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","LV211",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","PIGR",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","C9",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","SERPIND1",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","HV434",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","GP1BA",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","MGP",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","SERPINF2",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","CLU",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","MTHFD1",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","LCP1",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","DSP",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","GPX3",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","CFHR2",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Fonsecaea","BTD",-0.974679434480896,0.00481823046819854,2.31711243043294
