"from","to","Correlation","p_value","fdr"
"exposome_genus_Talaromyces","IL6",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","NGF",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","IL12P40",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","IL15",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","ICAM1",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","pHILIC_200.128_6.8",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","nHILIC_267.0719_4.2",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","nHILIC_335.0495_8.3",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","nHILIC_459.1407_2.1",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","nHILIC_87.045_4.2",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","nHILIC_129.0192_7.6",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","nHILIC_116.0352_7.5",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","nHILIC_160.0615_7.2",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","nHILIC_539.2489_6.5",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","nHILIC_89.0243_5.8",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","pRPLC_246.17_1.9",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","pRPLC_357.2788_9.5",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","nRPLC_230.9968_4.1",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","nRPLC_391.2856_9.5",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","nRPLC_431.3166_10.4",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","nRPLC_243.1601_8.2",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","nRPLC_247.1703_9.4",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","nRPLC_397.2054_9.6",1,0.0166666666666667,1.77815125038364
"exposome_genus_Talaromyces","nRPLC_297.1343_8.3",1,0.0166666666666667,1.77815125038364
