"node","Class","true_name","Degree"
"Potassium._Ser.Plas","Blood test","Potassium._Ser.Plas","7"
"exposome_genus_Desulfosporosinus","Exposome (biological)","Desulfosporosinus","1"
"exposome_genus_Elaeis","Exposome (biological)","Elaeis","1"
"exposome_genus_Hassallia","Exposome (biological)","Hassallia","1"
"exposome_genus_Laurentiella","Exposome (biological)","Laurentiella","1"
"exposome_genus_Peptoclostridium","Exposome (biological)","Peptoclostridium","1"
